"Name,""Source"",""Page"",""Size"",""Type"",""Alignment"",""AC"",""HP"",""Speed"",""Strength"",""Dexterity"",""Constitution"",""Intelligence"",""Wisdom"",""Charisma"",""Saving Throws"",""Skills"",""Damage Vulnerabilities"",""Damage Resistances"",""Damage Immunities"",""Condition Immunities"",""Senses"",""Languages"",""CR"",""Traits"",""Actions"",""Bonus Actions"",""Reactions"",""Legendary Actions"",""Mythic Actions"",""Lair Actions"",""Regional Effects"",""Environment"",""Treasure""";;;;;;;
;;;;;;;
Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.;;;;;;;
;;;;;;;
"Hand Crossbow. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage."","""","""","""","""","""","""","""",""""";;;;;;;
"Pegasus,""MM'14"",""250"",""Large"",""Celestial"",""chaotic good"",""12"",""59 (7d10 + 21)"",""60 ft., Fly 90 ft."",""18"",""15"",""16"",""10"",""15"",""13"",""Dex +4, Wis +4, Cha +3"",""Perception +6"","""","""","""","""",""passive Perception 16"",""Understands Celestial, Common, Elvish, and Sylvan but can't speak"",""2 (XP 450";" PB +2)"","""",""Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage."","""","""","""","""","""","""",""Forest, Grassland, Hill"",""""";;;;;;
"Pegasus,""MM'25"",""235"",""Large"",""Celestial"",""chaotic good"",""12"",""59 (7d10 + 21)"",""60 ft., Fly 90 ft."",""18"",""15"",""16"",""10"",""15"",""13"",""Dex +4, Con +5, Wis +4, Cha +3"",""Perception +6"","""","""","""","""",""passive Perception 16"",""Understands Celestial, Common, Elvish, and Sylvan but can't speak"",""2 (XP 450";" PB +2)"","""",""Hooves. Melee Attack Roll: +6, reach 5 ft. Hit: 7 (1d6 + 4) Bludgeoning damage plus 5 (2d4) Radiant damage."","""","""","""","""","""","""",""Forest, Grassland, Hill, Planar (Upper Planes)"",""""";;;;;;
"Pelyious Avhoste,""MaBJoV"",""120"",""Medium"",""Humanoid (Human)"",""neutral evil"",""12 (15 with mage armor)"",""143 (22d8 + 44)"",""30 ft., Swim 30 ft."",""18"",""14"",""14"",""17"",""11"",""13"",""Str +8, Dex +6"",""Perception +8, Stealth +6"","""","""",""poison";" bludgeoning, piercing, and slashing damage from nonmagical weapons that aren't silvered"",""poisoned"",""Darkvision 60 ft., passive Perception 18"",""Abyssal, Common, Draconic"",""9 (XP 5.000";" PB +4)"",""Hold Breath. Pelyious can hold his breath for 15 minutes."",""Multiattack (Humanoid or Hybrid Form). In Humanoid form, Pelyious makes two Scimitar attacks or two Hand Crossbow attacks. In hybrid form, he can substitute one Scimitar attack for a Bite attack.";;;;;
;;;;;;;
Scimitar (Humanoid or Hybrid Form). Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) slashing damage plus 7 (2d6) poison damage.;;;;;;;
;;;;;;;
Hand Crossbow (Humanoid or Hybrid Form). Ranged Weapon Attack: +6 to hit, range 30/90 ft., one target. Hit: 6 (1d6 + 3) piercing damage plus 7 (2d6) poison damage.;;;;;;;
;;;;;;;
Bite (Hybrid Form Only). Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 9 (1d10 + 4) piercing damage. If the target is Medium or smaller, it is grappled (escape DC 16) and until this grapple ends, the target is restrained, and Pelyious can't Bite another target.;;;;;;;
;;;;;;;
Change Shape. Pelyious polymorphs into a crocodile-humanoid hybrid, or back into his true form, which is Humanoid. His statistics are the same in each form. Any equipment he is wearing or carrying isn't transformed. He reverts to his true form if he dies.;;;;;;;
;;;;;;;
Spellcasting. Pelyious casts one of the following spells, using Intelligence as the spellcasting ability (spell save DC 15, +7 to hit with spell attacks):;;;;;;;
;;;;;;;
At will: fire bolt, light, mage hand, prestidigitation;;;;;;;
;;;;;;;
2/day each: detect magic, mage armor, shield, suggestion;;;;;;;
;;;;;;;
"1/day each: cone of cold, counterspell, fly, greater invisibility"",""Slippery Step (2/Day). Pelyious teleports up to 30 feet to an unoccupied space he can see and may use Change Shape."","""","""","""","""","""","""",""""";;;;;;;
"Pendragon Beestinger,""AI"",""206"",""Medium"",""Humanoid (Human)"",""neutral evil"",""12 (15 with mage armor)"",""27 (5d8 + 5)"",""30 ft."",""10"",""14"",""12"",""17"",""10"",""11"","""",""Arcana +5, Investigation +5, Performance +2"","""","""","""","""",""passive Perception 10"",""Common, Draconic, Elvish, Halfling"",""2 (XP 450";" PB +2)"",""Echo Spell (1/Day). Pendragon can cast the spell he cast on his last turn, whose casting time becomes 1 bonus action. This bonus casting uses a spell slot as normal.";;;;;;
;;;;;;;
Spellcasting. Pendragon is a 4th-level spellcaster. His spellcasting ability is Intelligence (spell save DC 13, +5 to hit with spell attacks). He has the following wizard spells prepared:;;;;;;;
;;;;;;;
Cantrips (at will): acid splash, light, mage hand, poison spray, shocking grasp;;;;;;;
;;;;;;;
1st level (4 slots): detect magic, mage armor, magic missile, sleep;;;;;;;
;;;;;;;
"2nd level (3 slots): blindness/deafness, cloud of daggers, scorching ray"",""Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage."","""","""","""","""","""","""","""",""""";;;;;;;
"Pentadrone,""MM'14"",""226"",""Large"",""Construct"",""lawful neutral"",""16 (natural armor)"",""32 (5d10 + 5)"",""40 ft."",""15"",""14"",""12"",""10"",""10"",""13"","""",""Perception +4"","""","""","""","""",""Truesight 120 ft., passive Perception 14"",""Modron"",""2 (XP 450";" PB +2)"",""Axiomatic Mind. The pentadrone can't be compelled to act in a manner contrary to its nature or its instructions.";;;;;;
;;;;;;;
"Disintegration. If the pentadrone dies, its body disintegrates into dust, leaving behind its weapons and anything else it was carrying."",""Multiattack. The pentadrone makes five arm attacks.";;;;;;;
;;;;;;;
Arm. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) bludgeoning damage.;;;;;;;
;;;;;;;
"Paralysis Gas (Recharge 5–6). The pentadrone exhales a 30-foot cone of gas. Each creature in that area must succeed on a DC 11 Constitution saving throw or be paralyzed for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success."","""","""","""","""","""","""","""",""""";;;;;;;
"Performer,""MM'25"",""236"",""Small or Medium"",""Humanoid"",""neutral"",""13"",""27 (5d8 + 5)"",""30 ft."",""12"",""16"",""12"",""13"",""14"",""16"",""Dex +5, Cha +5"",""Acrobatics +5, Athletics +3, Performance +7"","""","""","""","""",""passive Perception 12"",""Common plus one other language"",""1/2 (XP 100";" PB +2)"","""",""Shortsword. Melee Attack Roll: +5, reach 5 ft. Hit: 6 (1d6 + 3) Piercing damage."","""",""Uncanny Dodge. Trigger: The performer is hit by an attack roll. Response: The performer halves the damage (round down) it takes from that attack."","""","""","""","""",""Any"",""Individual, Implements""";;;;;;
"Performer Legend,""MM'25"",""237"",""Small or Medium"",""Humanoid"",""neutral"",""20"",""162 (25d8 + 50)"",""30 ft."",""12"",""20"",""14"",""15"",""16"",""20"",""Dex +9, Int +6, Wis +7, Cha +9"",""Acrobatics +13, Athletics +5, Perception +7, Performance +13, Stealth +9"","""","""","""","""",""passive Perception 17"",""Common plus two other languages"",""10 (XP 5.900";" PB +4)"","""",""Multiattack. The performer makes three Bejeweled Baton attacks.";;;;;;
;;;;;;;
Bejeweled Baton. Melee Attack Roll: +9, reach 5 ft. Hit: 10 (2d4 + 5) Bludgeoning damage plus 10 (3d6) Psychic damage.;;;;;;;
;;;;;;;
Majestic Song. Wisdom Saving Throw: DC 17, each creature in a 20-foot-radius Sphere centered on a point within 120 feet. Failure: 22 (4d8 + 4) Psychic damage, and the target has the Charmed or Frightened condition (performer's choice) until the end of the performer's next turn. Success: Half damage only.;;;;;;;
;;;;;;;
Spellcasting. The performer casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 17):;;;;;;;
;;;;;;;
At will: Mage Hand, Minor Illusion, Prestidigitation;;;;;;;
;;;;;;;
"1/day each: Major Image, Project Image"","""",""Warding Charm. Trigger: A creature hits the performer with an attack roll. Response—Wisdom Saving Throw: DC 17, the triggering creature. Failure: The attack roll misses the performer, and the target has the Charmed condition until the end of the performer's next turn."","""","""","""","""",""Any"",""Individual, Implements""";;;;;;;
"Performer Maestro,""MM'25"",""237"",""Small or Medium"",""Humanoid"",""neutral"",""18"",""110 (17d8 + 34)"",""30 ft."",""12"",""18"",""14"",""13"",""14"",""19"",""Dex +7, Cha +7"",""Acrobatics +10, Athletics +4, Perception +5, Performance +10, Stealth +7"","""","""","""","""",""passive Perception 15"",""Common plus one other language"",""6 (XP 2.300";" PB +3)"","""",""Multiattack. The performer makes three Rapier attacks.";;;;;;
;;;;;;;
Rapier. Melee Attack Roll: +7, reach 5 ft. Hit: 8 (1d8 + 4) Piercing damage plus 7 (2d6) Psychic damage.;;;;;;;
;;;;;;;
Beguiling Song. Wisdom Saving Throw: DC 15, each creature in a 20-foot-radius Sphere centered on a point within 120 feet. Failure: 20 (3d10 + 4) Psychic damage, and the target has the Charmed condition until the end of the performer's next turn. Success: Half damage only.;;;;;;;
;;;;;;;
Spellcasting. The performer casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 15):;;;;;;;
;;;;;;;
At will: Minor Illusion, Prestidigitation;;;;;;;
;;;;;;;
"1/day: Tasha's Hideous Laughter (level 3 version)"","""","""","""","""","""","""",""Any"",""Individual, Implements""";;;;;;;
"Perigee,""CRCotN"",""168"",""Medium"",""Celestial"",""lawful good"",""17 (natural armor)"",""136 (16d8 + 64)"",""30 ft., Fly 90 ft."",""18"",""18"",""18"",""17"",""20"",""20"",""Wis +9, Cha +9"",""Insight +9, Perception +9"","""",""radiant";" bludgeoning, piercing, and slashing from nonmagical attacks"","""",""charmed, exhaustion, frightened"",""Darkvision 120 ft., passive Perception 19"",""All, telepathy 120 ft."",""10 (XP 5.900";" PB +4)"",""Angelic Weapons. Perigee's weapon attacks are magical. When Perigee hits with any weapon, the weapon deals an extra 4d8 radiant damage (included in the attack).";;;;;
;;;;;;;
Innate Spellcasting. Perigee's spellcasting ability is Charisma (spell save DC 17). Perigee can innately cast the following spells, requiring only verbal components:;;;;;;;
;;;;;;;
At will: detect evil and good;;;;;;;
;;;;;;;
1/day each: commune, raise dead;;;;;;;
;;;;;;;
"Magic Resistance. Perigee has advantage on saving throws against spells and other magical effects."",""Multiattack. Perigee makes two melee attacks.";;;;;;;
;;;;;;;
Mace. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) bludgeoning damage plus 18 (4d8) radiant damage.;;;;;;;
;;;;;;;
Healing Touch (3/Day). Perigee touches another creature. The target magically regains 20 (4d8 + 2) hit points and is freed from any curse, disease, poison, blindness, or deafness.;;;;;;;
;;;;;;;
Change Shape. Perigee magically polymorphs into a humanoid or beast that has a challenge rating equal to or less than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (Perigee's choice).;;;;;;;
;;;;;;;
"In a new form, Perigee retains its game statistics and ability to speak, but its AC, movement modes, Strength, Dexterity, and special senses are replaced by those of the new form, and it gains any statistics and capabilities (except class features, legendary actions, and lair actions) that the new form has but that it lacks."","""","""","""","""","""","""","""",""""";;;;;;;
"Peryton,""MM'14"",""251"",""Medium"",""Monstrosity"",""chaotic evil"",""13 (natural armor)"",""33 (6d8 + 6)"",""20 ft., Fly 60 ft."",""16"",""12"",""13"",""9"",""12"",""10"","""",""Perception +5"","""",""bludgeoning, piercing, and slashing from nonmagical attacks"","""","""",""passive Perception 15"",""Understands Common and Elvish but can't speak"",""2 (XP 450";" PB +2)"",""Dive Attack. If the peryton is flying and dives at least 30 feet straight toward a target and then hits it with a melee weapon attack, the attack deals an extra 9 (2d8) damage to the target.";;;;;;
;;;;;;;
Flyby. The peryton doesn't provoke an opportunity attack when it flies out of an enemy's reach.;;;;;;;
;;;;;;;
"Keen Sight and Smell. The peryton has advantage on Wisdom (Perception) checks that rely on sight or smell."",""Multiattack. The peryton makes one gore attack and one talon attack.";;;;;;;
;;;;;;;
Gore. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage.;;;;;;;
;;;;;;;
"Talons. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (2d4 + 3) piercing damage."","""","""","""","""","""","""",""Hill, Mountain"",""""";;;;;;;
"Peryton,""MM'25"",""238"",""Medium"",""Monstrosity"",""chaotic evil"",""13"",""33 (6d8 + 6)"",""20 ft., Fly 60 ft."",""16"",""12"",""13"",""9"",""12"",""10"","""",""Perception +5, Stealth +3"","""","""","""","""",""passive Perception 15"",""Understands Common and Elvish but can't speak"",""2 (XP 450";" PB +2)"",""Flyby. The peryton doesn't provoke an Opportunity Attack when it flies out of an enemy's reach."",""Multiattack. The peryton makes one Gore attack and one Talons attack.";;;;;;
;;;;;;;
Gore. Melee Attack Roll: +5, reach 5 ft. Hit: 7 (1d8 + 3) Piercing damage. If the peryton moved 30+ feet straight toward the target immediately before the hit, the target takes an extra 9 (2d8) Piercing damage.;;;;;;;
;;;;;;;
"Talons. Melee Attack Roll: +5, reach 5 ft. Hit: 8 (2d4 + 3) Piercing damage. If the attack reduces a Humanoid target to 0 Hit Points, the peryton kills the target by removing its heart."","""","""","""","""","""","""",""Hill, Mountain"",""Armaments""";;;;;;;
"Pest Mascot,""SCC"",""203"",""Tiny"",""Monstrosity"",""unaligned"",""13 (natural armor)"",""22 (4d4 + 12)"",""30 ft."",""11"",""14"",""17"",""5"",""13"",""4"","""",""Perception +3"","""","""","""","""",""Darkvision 60 ft., passive Perception 13"",""—"",""1/4 (XP 50";" PB +2)"",""Regeneration. The pest regains 5 hit points at the start of its turn if it has at least 1 hit point. If it takes fire damage, this trait doesn't function at the start of the pest's next turn.";;;;;;
;;;;;;;
"Spiny Hide. At the start of each of its turns, the pest deals 2 (1d4) piercing damage to any creature grappling it or that it is grappling."",""Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage."","""","""","""","""","""","""","""",""""";;;;;;;
"Pestilence Demon,""PSZ"",""27"",""Large"",""Fiend (Demon)"",""chaotic evil"",""15 (natural armor)"",""104 (11d10 + 44)"",""40 ft., Fly 60 ft."",""17"",""15"",""18"",""8"",""13"",""8"",""Dex +5, Wis +4, Cha +2"","""","""",""cold, fire, lightning";" bludgeoning, piercing, and slashing from nonmagical attacks"",""poison"",""poisoned"",""Darkvision 120 ft., passive Perception 11"",""Abyssal, telepathy 120 ft."",""6 (XP 2.300";" PB +3)"",""Magic Resistance. The demon has advantage on saving throws against spells and other magical effects."",""Multiattack. The demon makes two attacks: one with its beak and one with its talons.";;;;;
;;;;;;;
Beak. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage.;;;;;;;
;;;;;;;
Talons. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 14 (2d10 + 3) slashing damage.;;;;;;;
;;;;;;;
Spores (Recharge 6). A 15-foot-radius cloud of toxic spores extends out from the demon. The spores spread around corners. Each creature in that area must succeed on a DC 14 Constitution saving throw or become poisoned. While poisoned in this way, a target takes 5 (1d10) poison damage at the start of each of its turns. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Emptying a vial of holy water on the target also ends the effect on it.;;;;;;;
;;;;;;;
"Stunning Screech (1/Day). The demon emits a horrific screech. Each creature within 20 feet of it that can hear it and that isn't a demon must succeed on a DC 14 Constitution saving throw or be stunned until the end of the demon's next turn."","""","""","""","""","""","""","""",""""";;;;;;;
"Phaerimm,""MaBJoV"",""145"",""Large"",""Aberration"",""neutral evil"",""18 (natural armor)"",""170 (20d10 + 60)"",""15 ft., Fly 30 ft. (hover)"",""20"",""13"",""16"",""19"",""20"",""23"",""Int +9, Cha +11"",""Arcana +9, Insight +10"","""",""bludgeoning, piercing, and slashing from nonmagical attacks"","""",""petrified"",""Truesight 120 ft., passive Perception 15"",""Undercommon, understands Common, telepathy 100 ft."",""15 (XP 13.000";" PB +5)"",""Arcane Sight. The phaerimm discerns the location of all magical auras within sight and knows which creatures within 60 feet are spellcasters.";;;;;;
;;;;;;;
Extended Concentration. The phaerimm can concentrate on two different spells at the same time. If concentration is broken, then both spells fade immediately.;;;;;;;
;;;;;;;
Immutable Form. The phaerimm is immune to any spell or effect that would alter its form.;;;;;;;
;;;;;;;
"Magic Resistance. The phaerimm has advantage on saving throws against spells and other magical effects."",""Multiattack. The phaerimm makes four Claw attacks and then makes a Bite or Stinger attack. Alternatively, it uses Spellcasting and then makes two Claw attacks.";;;;;;;
;;;;;;;
Bite. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 18 (2d12 + 5) piercing damage.;;;;;;;
;;;;;;;
Claw. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 12 (2d6 + 5) slashing damage.;;;;;;;
;;;;;;;
Spellcasting. The phaerimm casts one of the following spells, requiring no material components and using Charisma as the spellcasting ability (spell save DC 19):;;;;;;;
;;;;;;;
At will: mage hand, minor illusion, telekinesis;;;;;;;
;;;;;;;
2/day each: crown of madness, detect thoughts, dominate person, fear, fireball, phantasmal force, magic missile, shield;;;;;;;
;;;;;;;
1/day each: chain lightning, confusion, dominate monster, greater invisibility, hold monster, mass suggestion, prismatic spray, reverse gravity;;;;;;;
;;;;;;;
Stinger. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 12 (2d6 + 5) piercing damage. If the target fails a DC 18 Constitution saving throw, they have the paralyzed condition for 1 minute. The phaerimm's poison forces the paralyzed target to float 5 feet above the ground. The target may repeat the saving throw at the end of each of it's turns.;;;;;;;
;;;;;;;
"Implant. The phaerimm makes a Stinger attack against a paralyzed target. If the stinger hits, an egg is implanted in the target. This egg can only be removed by spells that cure disease, such as lesser restoration. If the egg is not removed within 90 days, the larva emerges, and the host is killed. A phaerimm has a single egg so may only use this ability once."","""","""","""","""","""","""","""",""""";;;;;;;
"Phaerimm Agent,""FRAiF"",""269"",""Large"",""Aberration"",""neutral evil"",""15"",""123 (19d10 + 19)"",""10 ft., Fly 40 ft. (hover)"",""12"",""18"",""12"",""17"",""16"",""18"",""Con +4, Int +6, Wis +6, Cha +7"",""Arcana +9, Insight +6, Perception +6"","""","""","""",""charmed"",""Truesight 120 ft., passive Perception 16"",""Telepathy 120 ft. understands Common and Deep Speech but can't speak"",""8 (XP 3.900";" PB +3)"",""Magic Resistance. The phaerimm has Advantage on saving throws against spells and other magical effects."",""Multiattack. The phaerimm makes three attacks, using Dread Stinger or Mindwarp Ray in any combination.";;;;;;
;;;;;;;
Dread Stinger. Melee Attack Roll: +7, reach 5 ft. Hit: 7 (1d6 + 4) Piercing damage plus 13 (2d12) Poison damage.;;;;;;;
;;;;;;;
Mindwarp Ray. Ranged Attack Roll: +7, range 120 ft. Hit: 13 (2d8 + 4) Psychic damage, and the target has the Charmed condition until the start of the phaerimm's next turn.;;;;;;;
;;;;;;;
Spellcasting. The phaerimm casts one of the following spells, requiring no spell components and using Charisma as the spellcasting ability (spell save DC 15):;;;;;;;
;;;;;;;
At will: Detect Magic, Detect Thoughts, Mage Hand;;;;;;;
;;;;;;;
"1/day each: Clairvoyance, Major Image, Synaptic Static"",""Teleport. The phaerimm teleports up to 30 feet to an unoccupied space it can see."",""Protective Magic (3/Day). The phaerimm casts Counterspell or Shield in response to the spell's trigger, using the same spellcasting ability as Spellcasting."","""","""","""","""",""Underdark, Urban"",""Arcana, Implements""";;;;;;;
"Phaerimm Elder,""NF"",""undefined"",""Huge"",""Aberration"",""neutral evil"",""17"",""218 (23d12 + 69)"",""30 ft., Fly 60 ft. (hover)"",""18"",""16"",""17"",""17"",""16"",""18"",""Con +8, Int +8, Wis +8, Cha +9"",""Arcana +13, Insight +8, Perception +8"","""","""","""",""charmed, frightened"",""Truesight 120 ft., passive Perception 18"",""Telepathy 120 ft. understands Common and Deep Speech but can't speak"",""14 (XP 11.500";" PB +5)"",""Magic Resistance. The phaerimm has Advantage on saving throws against spells and other magical effects."",""Multiattack. The phaerimm makes three Mind Lash attacks. It can replace one attack with either (A) a Vicious Stinger attack or (B) a use of Spellcasting to cast Command (level 3 version).";;;;;;
;;;;;;;
Mind Lash. Melee or Ranged Attack Roll: +9, reach 10 ft. or range 120 ft. Hit: 32 (6d8 + 4) Psychic damage.;;;;;;;
;;;;;;;
Spellcasting. The phaerimm casts one of the following spells, requiring no spell components and using Charisma as the spellcasting ability (spell save DC 17):;;;;;;;
;;;;;;;
At will: Command (level 3 version), Detect Magic, Detect Thoughts, Mage Hand;;;;;;;
;;;;;;;
1/day each: Clairvoyance, Geas, Major Image, Mirage Arcane;;;;;;;
;;;;;;;
Vicious Stinger. Melee Attack Roll: +9, reach 5 ft. Hit: 11 (2d6 + 4) Piercing damage plus 26 (4d12) Poison damage, and the target's Speed is reduced to 0 feet until the start of the phaerimm's next turn.;;;;;;;
;;;;;;;
"Siphon Magic (Recharge 5–6). The phaerimm focuses on a magic item it can see within 10 feet. When it does, the phaerimm drains the magic item of any charges. Regardless of whether charges are drained, the phaerimm can cast Clairvoyance, Geas, Major Image, and Mirage Arcane one additional time that day."",""Teleport. The phaerimm teleports up to 30 feet to an unoccupied space it can see."",""Protective Magic (3/Day). The phaerimm casts Counterspell or Shield in response to the spell's trigger, using the same spellcasting ability as Spellcasting."","""","""","""","""",""Underdark, Urban"",""Arcana, Implements""";;;;;;;
"Phaerimm Hatchling,""FRAiF"",""268"",""Small"",""Aberration"",""neutral evil"",""12"",""13 (3d6 + 3)"",""10 ft., Fly 30 ft. (hover)"",""11"",""12"",""12"",""14"",""16"",""14"","""",""Perception +5"","""","""","""",""charmed"",""Truesight 60 ft., passive Perception 15"",""Telepathy 30 ft. understands Common and Deep Speech but can't speak"",""1/4 (XP 50";" PB +2)"",""Magic Resistance. The phaerimm has Advantage on saving throws against spells and other magical effects."",""Multiattack. The phaerimm makes two Stinger attacks.";;;;;;
;;;;;;;
Spellcasting. The phaerimm casts one of the following spells, requiring no spell components and using Charisma as the spellcasting ability (spell save DC 12):;;;;;;;
;;;;;;;
At will: Detect Thoughts, Mage Hand;;;;;;;
;;;;;;;
"Stinger. Melee Attack Roll: +3, reach 5 ft. Hit: 3 (1d4 + 1) Piercing damage."","""","""","""","""","""","""",""Underdark, Urban"",""Arcana, Implements""";;;;;;;
"Phaerimm Scout,""NF"",""undefined"",""Medium"",""Aberration"",""neutral evil"",""13"",""44 (8d8 + 8)"",""10 ft., Fly 40 ft."",""12"",""13"",""12"",""15"",""16"",""16"",""Int +4, Cha +5"",""Perception +5"","""","""","""",""charmed"",""Truesight 60 ft., passive Perception 15"",""Telepathy 120 ft. understands Common and Deep Speech but can't speak"",""2 (XP 450";" PB +2)"",""Magic Resistance. The phaerimm has Advantage on saving throws against spells and other magical effects."",""Multiattack. The phaerimm makes two attacks, using Stinger or Mindwarp Ray in any combination.";;;;;;
;;;;;;;
Stinger. Melee Attack Roll: +3, reach 5 ft. Hit: 4 (1d6 + 1) Piercing damage plus 9 (2d8) Poison damage.;;;;;;;
;;;;;;;
Mindwarp Ray. Ranged Attack Roll: +5, range 120 ft. Hit: 6 (1d6 + 3) Psychic damage, and the target has the Charmed condition until the start of the phaerimm's next turn.;;;;;;;
;;;;;;;
Spellcasting. The phaerimm casts one of the following spells, requiring no spell components and using Charisma as the spellcasting ability (spell save DC 13):;;;;;;;
;;;;;;;
At will: Detect Magic, Detect Thoughts, Mage Hand;;;;;;;
;;;;;;;
"1/day: Clairvoyance"","""",""Uncanny Dodge. Trigger: The phaerimm is hit by an attack roll. Response: The phaerimm halves the damage (round down) it takes from that attack."","""","""","""","""",""Underdark, Urban"",""Arcana, Implements""";;;;;;;
"Phaia,""TftYP"",""132"",""Medium"",""Humanoid (Human)"",""any alignment"",""12 (15 with mage armor)"",""66 (12d8 + 12)"",""30 ft."",""9"",""14"",""12"",""17"",""12"",""11"",""Int +7, Wis +5"",""Arcana +7, History +7"","""",""necrotic"","""","""",""passive Perception 11"",""Any four languages"",""9 (XP 5.000";" PB +4)"",""Grim Harvest (1/Turn). When necromancer kills a creature that is neither a construct nor undead with a spell of 1st level or higher, Phaia regains hit points equal to twice the spell's level, or three times if it is a necromancy spell.";;;;;;
;;;;;;;
Spellcasting. Phaia is a 12th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 15, +7 to hit with spell attacks). Phaia has the following wizard spells prepared:;;;;;;;
;;;;;;;
Cantrips (at will): chill touch, dancing lights, mage hand, mending;;;;;;;
;;;;;;;
1st level (4 slots): false life*, mage armor, ray of sickness*;;;;;;;
;;;;;;;
2nd level (3 slots): blindness/deafness*, ray of enfeeblement*, web;;;;;;;
;;;;;;;
3rd level (3 slots): animate dead*, bestow curse*, vampiric touch*;;;;;;;
;;;;;;;
4th level (3 slots): blight*, dimension door, stoneskin;;;;;;;
;;;;;;;
5th level (2 slots): Bigby's hand, cloudkill;;;;;;;
;;;;;;;
6th level (1 slot): circle of death*;;;;;;;
;;;;;;;
"*Necromancy spell of 1st level or higher"",""Withering Touch. Melee Spell Attack: +7 to hit, reach 5 ft., one creature. Hit: 5 (2d4) necrotic damage."","""","""","""","""","""","""","""",""""";;;;;;;
"Phantom Warrior,""CoS"",""235"",""Medium"",""Undead"",""any alignment"",""16"",""45 (6d8 + 18)"",""30 ft."",""16"",""11"",""16"",""8"",""10"",""15"","""",""Perception +2, Stealth +4"","""",""bludgeoning, piercing, and slashing from nonmagical attacks"",""cold, necrotic, poison"",""charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained"",""Darkvision 60 ft., passive Perception 12"",""Any languages it knew in life"",""3 (XP 700";" PB +2)"",""Ethereal Sight. The phantom warrior can see 60 feet into the Ethereal Plane when it is on the Material Plane, and vice versa.";;;;;;
;;;;;;;
Incorporeal Movement. The phantom warrior can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.;;;;;;;
;;;;;;;
"Spectral Armor and Shield. The phantom warrior's AC accounts for its spectral armor and shield."",""Multiattack. The phantom warrior makes two attacks with its spectral longsword.";;;;;;;
;;;;;;;
Spectral Longsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) force damage.;;;;;;;
;;;;;;;
"Etherealness. The phantom warrior enters the Ethereal Plane from the Material Plane, or vice versa. It is visible on the Material Plane while it is in the Border Ethereal, and vice versa, yet it can't affect or be affected by anything on the other plane."","""","""","""","""","""","""","""",""""";;;;;;;
"Phantom Warrior (Archer),""CoS"",""142"",""Medium"",""Undead"",""any alignment"",""16"",""45 (6d8 + 18)"",""30 ft."",""16"",""11"",""16"",""8"",""10"",""15"","""",""Perception +2, Stealth +4"","""",""bludgeoning, piercing, and slashing from nonmagical attacks"",""cold, necrotic, poison"",""charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained"",""Darkvision 60 ft., passive Perception 12"",""Any languages it knew in life"",""3 (XP 700";" PB +2)"",""Ethereal Sight. The phantom warrior can see 60 feet into the Ethereal Plane when it is on the Material Plane, and vice versa.";;;;;;
;;;;;;;
Incorporeal Movement. The phantom warrior can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.;;;;;;;
;;;;;;;
"Spectral Armor and Shield. The phantom warrior's AC accounts for its spectral armor and shield."",""Multiattack. The phantom warrior makes two attacks with its spectral longsword or spectral longbow.";;;;;;;
;;;;;;;
