"Name","Source","Page","Size","Type","Alignment","AC","HP","Speed","Strength","Dexterity","Constitution","Intelligence","Wisdom","Charisma","Saving Throws","Skills","Damage Vulnerabilities","Damage Resistances","Damage Immunities","Condition Immunities","Senses","Languages","CR","Traits","Actions","Bonus Actions","Reactions","Legendary Actions","Mythic Actions","Lair Actions","Regional Effects","Environment","Treasure"
"Torgja Stonecrusher (Niveles 1-4)","KftGV","8","Mediano","Humanoide (enano)","neutral caótico","12 (armadura de cuero)","11 (2d8 + 2)","30 pies.","11","12","12","10","10","10","","","","","","","Percepción pasiva 10","Cualquier idioma (generalmente común)","1/8 (PX 25; PB +2)","","Cimitarra. Ataque con arma cuerpo a cuerpo: +3 para impactar, alcance 5 pies, un objetivo. Impacto: 4 (1d6 + 1) de daño cortante.

Ballesta ligera. Ataque con arma a distancia: +3 al impacto, alcance 80/320 pies, un objetivo. Impacto: 5 (1d8 + 1) de daño perforante.","","","","","","","",""
"Torgja Trituradora de Piedras (Niveles 5-8)","KftGV","8","Mediano","Humanoide (enano)","neutral caótico","11 (armadura de cuero)","32 (5d8 + 10)","30 pies.","15","11","14","10","10","11","","Intimidación +2","","","","","Percepción pasiva 10","Cualquier idioma (generalmente común)","1/2 (PX 100; PB +2)","Tácticas de manada. Torgja Stonecrusher tiene ventaja en una tirada de ataque contra una criatura si al menos uno de los aliados de Torgja Stonecrusher está a 5 pies de la criatura y el aliado no está incapacitado.","Multiataque. Torgja Stonecrusher realiza dos ataques cuerpo a cuerpo.

Maza. Ataque con arma cuerpo a cuerpo: +4 para golpear, alcance 5 pies, una criatura. Impacto: 5 (1d6 + 2) de daño contundente.

Ballesta pesada. Ataque con arma a distancia: +2 al impacto, alcance 100/400 pies, un objetivo. Impacto: 5 (1d10) de daño perforante.","","","","","","","",""
"Torgja Trituradora de Piedras (Niveles 9-11)","KftGV","8","Mediano","Humanoide (enano)","neutral caótico","17 (armadura de férula)","58 (9d8 + 18)","30 pies.","16","13","14","10","11","10","","Atletismo +5, Percepción +2","","","","","percepción pasiva 12","Cualquier idioma (generalmente común)","3 (XP 700; PB +2)","","Multiataque. Torgja Stonecrusher realiza dos ataques con espada larga. Si tiene una espada corta desenvainada, también puede realizar un ataque con espada corta.

Espada larga. Ataque con arma cuerpo a cuerpo: +5 para impactar, alcance 5 pies, un objetivo. Impacto: 7 (1d8 + 3) de daño cortante, u 8 (1d10 + 3) de daño cortante si se usa con las dos manos.

Espada corta. Ataque con arma cuerpo a cuerpo: +5 para impactar, alcance 5 pies, un objetivo. Impacto: 6 (1d6 + 3) de daño perforante.

Ballesta pesada. Ataque con arma a distancia: +3 al impacto, alcance 100/400 pies, un objetivo. Impacto: 6 (1d10 + 1) de daño perforante.","","","","","","","",""
"Torlin Escudo de Plata","TftYP","159","Mediano","No-muertos","mal neutral","14 (cuero con tachuelas)","45 (6d8 + 18)","30 pies.","15","14","16","10","13","15","","Percepción +3, Sigilo +4","","necrótico; contundente, perforante y cortante de ataques no mágicos que no son plateados","veneno","agotamiento, envenenado","Visión oscura 60 pies, percepción pasiva 13","Los idiomas que conoció en vida.","3 (XP 700; PB +2)","Sensibilidad a la luz solar. Mientras está a la luz del sol, Torlin tiene desventaja en las tiradas de ataque, así como en las pruebas de Sabiduría (Percepción) que dependen de la vista.","Multiataque. Torlin realiza dos ataques con espada larga o dos ataques con arco largo. Puede usar su Life Drain en lugar de un ataque con espada larga.

Drenaje de vida. Ataque con arma cuerpo a cuerpo: +4 para golpear, alcance 5 pies, una criatura. Impacto: 5 (1d6 + 2) de daño necrótico. El objetivo debe superar una tirada de salvación de Constitución CD 13 o su máximo de puntos de vida se reducirá en una cantidad igual al daño recibido. Esta reducción dura hasta que el objetivo finaliza un descanso prolongado. El objetivo muere si este efecto reduce su máximo de puntos de vida a 0.

Un humanoide asesinado por este ataque se levanta 24 horas después como un zombi bajo el control de Torlin, a menos que el humanoide recupere la vida o su cuerpo sea destruido. Torlin no puede tener más de doce zombis bajo su control al mismo tiempo.

Espada larga. Ataque con arma cuerpo a cuerpo: +4 para impactar, alcance 5 pies, un objetivo. Impacto: 6 (1d8 + 2) de daño cortante, o 7 (1d10 + 2) de daño cortante si se usa con las dos manos.

Arco. Ataque con arma a distancia: +4 al impacto, alcance 150/600 pies, un objetivo. Impacto: 6 (1d8 + 2) de daño perforante.","","","","","","","",""
"Tornscale","PotA","90","Mediano","Humanoide (gente lagarto)","neutral","15 (armadura natural, escudo)","36 (4d8 + 4)","30 pies, nadar 30 pies.","15","10","13","7","12","7","","Percepción +3, Sigilo +4, Supervivencia +5","","","","","percepción pasiva 13","dracónico","1/2 (PX 100; PB +2)","Aguantar la respiración. Tornscale puede contener la respiración durante 15 minutos.","Multiataque. Tornscale realiza dos ataques cuerpo a cuerpo, cada uno con un arma diferente.

Morder. Ataque con arma cuerpo a cuerpo: +4 para impactar, alcance 5 pies, un objetivo. Impacto: 5 (1d6 + 2) de daño perforante.

Club pesado. Ataque con arma cuerpo a cuerpo: +4 para impactar, alcance 5 pies, un objetivo. Impacto: 5 (1d6 + 2) de daño contundente.

Jabalina. Ataque con arma cuerpo a cuerpo o a distancia: +4 para impactar, alcance 5 pies o alcance 30/120 pies, un objetivo. Impacto: 5 (1d6 + 2) de daño perforante.

Escudo con púas. Ataque con arma cuerpo a cuerpo: +4 para impactar, alcance 5 pies, un objetivo. Impacto: 5 (1d6 + 2) de daño perforante.","","","","","","","",""
"Torogar Puño de Acero","BGDIA","112","Grande","Monstruosidad","maldad legal","17 (armadura natural)","168 (16d10 + 80)","40 pies.","25","17","20","8","9","16","Fuerza +11, Con +9","","","","","","Visión oscura 60 pies, percepción pasiva 9","Abisal, Común","11 (PX 7.200; PB +4)","Equipo especial. Torogar lleva guanteletes de furia llameante y un cinturón de fuerza de gigante de fuego. Sin el cinturón, su Fuerza es 21. También lleva una moneda de alma.

Corrida corneada. Inmediatamente después de usar la acción Dash, Torogar puede realizar un ataque cuerpo a cuerpo con sus cuernos.

Recuerdo laberíntico. Torogar recuerda perfectamente cualquier camino que haya recorrido.

Rabia (Se recarga después de un descanso corto o largo). Como acción adicional, Torogar puede entrar en ira que dura 1 minuto. La ira termina antes de tiempo si Torogar queda inconsciente o si su turno termina y no ha atacado a una criatura hostil ni ha recibido daño desde su último turno. Mientras está furioso, Torogar obtiene los siguientes beneficios:

Tiene ventaja en las pruebas de Fuerza y en las tiradas de salvación de Fuerza.

Inflige 3 daños adicionales cuando golpea a un objetivo con un ataque de arma cuerpo a cuerpo.

Tiene resistencia al daño contundente, perforante y cortante.","Multiataque. Torogar realiza tres ataques: dos con sus cimitarras y uno con sus cuernos.

Cimitarra. Ataque con arma cuerpo a cuerpo: +11 para golpear, alcance 5 pies, un objetivo. Impacto: 14 (2d6 + 7) de daño cortante, o 17 (2d6 + 10) de daño cortante mientras estás furioso, más 3 (1d6) de daño por fuego de los guanteletes de furia llameante.

Cuerna. Ataque con arma cuerpo a cuerpo: +11 para golpear, alcance 5 pies, un objetivo. Impacto: 16 (2d8 + 7) de daño perforante, o 19 (2d8 + 10) de daño perforante mientras estás furioso.","","","","","","","",""
"tortuga","MPMM","244","Mediano","humanoide","cualquier alineación","17 (armadura natural)","22 (4d8 + 4)","30 pies.","15","10","12","11","13","12","","Atletismo +4, Supervivencia +3","","","","","Percepción pasiva 11","acuoso, común","1/4 (PX 50; PB +2)","Aguantar la respiración. La tortuga puede contener la respiración durante 1 hora.","Garra. Ataque con arma cuerpo a cuerpo: +4 para impactar, alcance 5 pies, un objetivo. Impacto: 4 (1d4 + 2) de daño cortante.

Lanza. Ataque con arma cuerpo a cuerpo o a distancia: +4 para impactar, alcance 5 pies o alcance 20/60 pies, un objetivo. Impacto: 5 (1d6 + 2) de daño perforante, o 6 (1d8 + 2) de daño perforante si se usa con las dos manos en combate cuerpo a cuerpo.

Ballesta ligera. Ataque con arma a distancia: +2 al impacto, alcance 80/320 pies, un objetivo. Impacto: 4 (1d8) de daño perforante.

Defensa de caparazón. La tortuga se esconde en su caparazón. Hasta que emerge, obtiene una bonificación de +4 a la CA y tiene ventaja en las tiradas de salvación de Fuerza y ​​Constitución. Mientras está en su caparazón, la tortuga está boca abajo, su velocidad es 0 y no puede aumentar, tiene desventaja en las tiradas de salvación de Destreza, no puede reaccionar y la única acción que puede realizar es una acción adicional para emerger.","","","","","","","Costero",""
"tortuga","MTF","242","Mediano","Humanoide (tortuga)","bien lícito","17 (armadura natural)","22 (4d8 + 4)","30 pies.","15","10","12","11","13","12","","Atletismo +4, Supervivencia +3","","","","","Percepción pasiva 11","acuoso, común","1/4 (PX 50; PB +2)","Aguantar la respiración. La tortuga puede contener la respiración durante 1 hora.","Garras. Ataque con arma cuerpo a cuerpo: +4 para impactar, alcance 5 pies, un objetivo. Impacto: 4 (1d4 + 2) de daño cortante.

Barra. Ataque con arma cuerpo a cuerpo: +4 para impactar, alcance 5 pies, un objetivo. Impacto: 5 (1d6 + 2) de daño contundente, o 6 (1d8 + 2) de daño contundente si se usa con las dos manos.

Ballesta ligera. Ataque con arma a distancia: +2 al impacto, alcance 80/320 pies, un objetivo. Impacto: 4 (1d8) de daño perforante.

Defensa de caparazón. La tortuga se esconde en su caparazón. Hasta que emerge, obtiene una bonificación de +4 a la CA y tiene ventaja en las tiradas de salvación de Fuerza y ​​Constitución. Mientras está en su caparazón, la tortuga está boca abajo, su velocidad es 0 y no puede aumentar, tiene desventaja en las tiradas de salvación de Destreza, no puede reaccionar y la única acción que puede realizar es una acción adicional para emerger.","","","","","","","Costero",""
"Tortuga Druida","MPMM","244","Mediano","humanoide","cualquier alineación","17 (armadura natural)","33 (6d8 + 6)","30 pies.","14","10","12","11","15","12","","Manejo de animales +4, Naturaleza +2, Supervivencia +4","","","","","percepción pasiva 12","acuoso, común","2 (PX 450; PB +2)","Aguantar la respiración. La tortuga puede contener la respiración durante 1 hora.","Multiataque. La tortuga realiza cuatro ataques de Garra o dos ataques de Ira de la Naturaleza.

Garra. Ataque con arma cuerpo a cuerpo: +4 para impactar, alcance 5 pies, un objetivo. Impacto: 4 (1d4 + 2) de daño cortante.

La ira de la naturaleza. Ataque con hechizos a distancia: +4 al impacto, alcance 90 pies, un objetivo. Impacto: 9 (2d6 + 2) de daño del tipo elegido por la tortuga: frío, fuego, relámpago o trueno.

Defensa de caparazón. La tortuga se esconde en su caparazón. Hasta que emerge, obtiene una bonificación de +4 a la CA y tiene ventaja en las tiradas de salvación de Fuerza y ​​Constitución. Mientras está en su caparazón, la tortuga está boca abajo, su velocidad es 0 y no puede aumentar, tiene desventaja en las tiradas de salvación de Destreza, no puede reaccionar y la única acción que puede realizar es una acción adicional para emerger.

Lanzamiento de hechizos. La tortuga lanza uno de los siguientes conjuros, usando Sabiduría como aptitud de lanzamiento de conjuros (salvación de conjuro CD 12):

A voluntad: Magia druidica, Guía.

2/día cada uno: curar heridas, Inmovilizar persona, Habla con animales, Onda atronadora","","","","","","","Costero",""
"Tortuga Druida","MTF","242","Mediano","Humanoide (tortuga)","neutral legal","17 (armadura natural)","33 (6d8 + 6)","30 pies.","14","10","12","11","15","12","","Manejo de animales +4, Naturaleza +2, Supervivencia +4","","","","","percepción pasiva 12","acuoso, común","2 (PX 450; PB +2)","Aguantar la respiración. La tortuga puede contener la respiración durante 1 hora.

Lanzamiento de hechizos. La tortuga es un lanzador de conjuros de nivel 4. Su habilidad para lanzar hechizos es Sabiduría (salvación de hechizos CD 12, +4 para golpear con ataques de hechizos). Tiene preparados los siguientes hechizos de druida:

Trucos (a voluntad): Magia druidica, Guía, producir llama

1er nivel (4 espacios): Amistad Animal, curar heridas, Habla con animales, Onda atronadora

2do nivel (3 espacios): Visión en la oscuridad, Inmovilizar persona","Garras. Ataque con arma cuerpo a cuerpo: +4 para impactar, alcance 5 pies, un objetivo. Impacto: 4 (1d4 + 2) de daño cortante.

Barra. Ataque con arma cuerpo a cuerpo: +4 para impactar, alcance 5 pies, un objetivo. Impacto: 5 (1d6 + 2) de daño contundente, o 6 (1d8 + 2) de daño contundente si se usa con las dos manos.

Defensa de caparazón. La tortuga se esconde en su caparazón. Hasta que emerge, obtiene una bonificación de +4 a la CA y tiene ventaja en las tiradas de salvación de Fuerza y ​​Constitución. Mientras está en su caparazón, la tortuga está boca abajo, su velocidad es 0 y no puede aumentar, tiene desventaja en las tiradas de salvación de Destreza, no puede reaccionar y la única acción que puede realizar es una acción adicional para emerger.","","","","","","","Costero",""
"Tosh Starling (Niveles 1-4)","KftGV","8","Mediano","Humanoide (Orco)","neutral","13 (armadura de cuero)","16 (3d8 + 3)","30 pies.","11","14","12","11","13","11","","Naturaleza +4, Percepción +5, Sigilo +6, Supervivencia +5","","","","","percepción pasiva 15","Cualquier idioma (generalmente común)","1/2 (PX 100; PB +2)","Audición y vista agudas. Tosh Starling tiene ventaja en las pruebas de Sabiduría (Percepción) que dependen del oído o la vista.","Multiataque. Tosh Starling realiza dos ataques cuerpo a cuerpo o dos ataques a distancia.

Espada corta. Ataque con arma cuerpo a cuerpo: +4 para impactar, alcance 5 pies, un objetivo. Impacto: 5 (1d6 + 2) de daño perforante.

Arco. Ataque con arma a distancia: +4 al impacto, alcance de 150/600 pies, un objetivo. Impacto: 6 (1d8 + 2) de daño perforante.","","","","","","","",""
"Tosh Starling (Niveles 5-8)","KftGV","8","Mediano","Humanoide (Orco)","neutral","12","27 (6d8)","30 pies.","10","15","10","12","14","16","","Engaño +5, Perspicacia +4, Investigación +5, Percepción +6, Persuasión +5, Juego de manos +4, Sigilo +4","","","","","percepción pasiva 16","Cualquier dos idiomas","1 (XP 200; PB +2)","Acción astuta. En cada uno de sus turnos, Tosh Starling puede usar una acción adicional para realizar la acción Dash, Disengage u Hide.

Ataque furtivo (1/Turno). Tosh Starling inflige 7 (2d6) de daño adicional cuando golpea a un objetivo con un ataque con arma y tiene ventaja en la tirada de ataque, o cuando el objetivo está a 5 pies de un aliado de Tosh Starling que no está incapacitado y Tosh Starling no tiene desventaja en la tirada de ataque.","Multiataque. Tosh Starling realiza dos ataques cuerpo a cuerpo.

Espada corta. Ataque con arma cuerpo a cuerpo: +4 para impactar, alcance 5 pies, un objetivo. Impacto: 5 (1d6 + 2) de daño perforante.

Ballesta de mano. Ataque con arma a distancia: +4 al impacto, alcance 30/120 pies, un objetivo. Impacto: 5 (1d6 + 2) de daño perforante.","","","","","","","",""
