Name,Source,Page,Rarity,Type,Attunement,Damage,Properties,Mastery,Weight,Value,Text
Teleportation Tablet,CRCotN,216,raro,objeto maravilloso,,,,,,,"This clay tablet is eight inches long, four inches wide, and half an inch thick. Inscribed on it is the sigil sequence for a permanent teleportation circle. A creature that studies the sequence for 10 minutes can make a DC 21 Intelligence (Arcana) check, learning the circle's destination on a success.

You can use an action to break the tablet in half, turning it to dust. If the tablet is broken while it is on the same plane of existence as the teleportation circle whose sigil sequence was engraved on it, a 10-foot-diameter teleportation circle of glowing blue light appears on the ground in an unoccupied space you choose within 30 pies of you. This teleportation circle has the characteristics of one created using the teleportation circle spell, except that it connects to the teleportation circle whose sigil sequence appears on the tablet.

The teleportation circle created by the tablet disappears at the end of your next turn."
Teleporter anillo,WDH,157,unknown (magic),anillo,,,,,,,"As an action, a creature wearing a teleporter anillo can activate the teleportation circle either in area K22 or area E1, teleporting itself and up to six other willing creatures from one circle to the other."
Telescopic Transporter,BMT,105,legendario,objeto maravilloso,,,,,,,"This enormous telescope allows you to view distant Celestial objects, including stars, Wildspace systems, and Astral Sea phenomena like the cities of deities or the petrificado husks of dead gods.

After spending 1 hour calibrating the telescope, you can attempt to travel to the planet or Celestial body at which the telescope is currently pointed. At the end of the hour, make a DC 17 Intelligence (Arcana) check. On a successful check, you and eight other willing creatures touching the telescope, along with everything all travelers are wearing and carrying, safely teleport to unoccupied spaces at the intended destination. On a failed check, a mishap occurs instead. The DM rolls on the Telescope Travel Mishaps table to determine the mishap or chooses a mishap that's bueno for the campaign.

Telescope Travel Mishapsd6Mishap1The travelers appear adrift in the Astral Sea.2The travelers appear on a different plane of existence, determined randomly or chosen by the DM.3Excess cosmic energy overloads the telescope, causing it to explode. cada criatura within 60 pies of the telescope recibe 8d6 necrotic dano. Any Humanoide who survives this dano is transformed into a different kind of creature, as if it had been subject to the Reincarnate spell.4A creature from the Astral Sea (such as a githyanki knight) appears within 60 pies of the telescope. The DM decides its attitude.5The travelers appear on a different planet or Celestial body in the Wildspace system nearest to their target destination.6The travelers arrive at their intended destination, but they each appear coated in harmless slime."
Tent,PHB'24,229,ninguno,Adventuring Gear,,,,,20 lb.,2 GP,A Tent sleeps up to two Pequeno or Mediano creatures.
Tentacle vara,DMG'24,316,raro,vara,requiere sintonia,,,,2 lb.,,"This vara ends in three rubbery tentacles. While holding the vara, you can take a Magic action to direct the tentacles to stretch outward, each one attacking a creature you can see within 15 pies of yourself. For each tentacle, make a melee attack roll with a +9 bonus. A tentacle deals 1d6 Psychic dano on a hit. If you hit the same target with all three tentacles, el objetivo debe superar a DC 15 Dexterity tirada de salvacion or have the apresado condition until you have the incapacitado condition, until you take a Bonus Action to release el objetivo, or until el objetivo is no longer within 15 pies of you. While apresado in this way, el objetivo recibe 3d6 Psychic dano at the start of each of its turns. At the end of each of its turns, el objetivo repeats the save, ending the effect on itself on a success."
Thayan Spell Tattoo,FRHoF,176,poco comun,objeto maravilloso,requiere sintonia,,,,,,"This magical tattoo contains the essence of a level 1-3 spell chosen by the tattoo's creator. While the tattoo is on your body, you always have the associated spell prepared, and you can cast the spell using any spell slots you have of the appropriate level. If you have the Spellcasting or Pact Magic feature, the spell uses your spellcasting ability; otherwise, if the spell requires a tirada de salvacion or an attack roll, the CD de salvacion de conjuros is 13 and the attack bonus is +5. If your Attunement to the tattoo ends, the tattoo vanishes.

You can also cast the spell once without a spell slot and spell Componentes. Once the spell is cast in this way, the tattoo vanishes.

Inking Thayan Spell Tattoos[–] The Thayan art of magical tattooing is highly guarded by its practitioners, and thus, Thayan Spell Tattoos can't be crafted like other magic items. To learn how to ink Thayan Spell Tattoos, you must have a Renown Score of 50+ with the Red Wizards.

To ink a Thayan Spell Tattoo, you must have proficiency in the Arcana skill and with Calligrapher's Supplies and have the spell prepared each day of the inking. You must also have at hand any Material Componentes required by the spell; if the spell consumes its Material Componentes, they are consumed when you complete the tattoo. Inking a Thayan Spell Tattoo recibe the same amount of time and money as scribing a Spell pergamino of an equivalent level."
The Bloody End,EGW,278,artefacto,"arma (Morningstar), Martial arma, Melee arma",requiere sintonia,1d8 Piercing,Vestige,,4 lb.,,"Carrying the power of Bane, this adamantine morningstar sports foot-long spikes and has a jagged blade on its pommel.

Vestige of Divergence. This item is a Vestige of Divergence, see Vestiges of Divergence for more information.

Multiple variations of this item exist, as listed below:

The Bloody End (Dormant)The Bloody End (Awakened)The Bloody End (Exalted)"
The Bloody End (Awakened),EGW,278,artefacto,"arma (Morningstar), Martial arma, Melee arma",requiere sintonia,1d8 Piercing,Vestige,,4 lb.,,"Carrying the power of Bane, this adamantine morningstar sports foot-long spikes and has a jagged blade on its pommel.

Sentience. The Bloody End is a sentient legal maligno arma with an Intelligence of 22, a Wisdom of 18, and a Charisma of 24. It has hearing and Vision en la oscuridad out to a Alcance of 120 pies.

The arma communicates telepathically with its wielder and can speak, read, and understand Comun and Infernal.

Personality. A tyrannical pit Infernal named Izeelzee lives within The Bloody End. The arma boisterously pushes its wielder to subjugate others and to never back down from a challenge. If the wielder doesn't demand fealty from others, the arma is happy to demand it on their behalf.

Dormant. The morningstar grants the following benefits in its dormant state:

You can speak, read, and write Infernal.You gain a +1 bonus to attack and dano rolls made with this magic arma.While holding the morningstar, you can use an action to cast one of the following spells from it (save DC 13): charm person, dominate person, or fear. Once a spell has been cast using the morningstar, that spell can't be cast from it again until the next dawn.While holding the morningstar, you have advantage on Charisma (Intimidation) checks. Betrayer Artifact Properties[–] The Arms of the Betrayers advance in power in the same manner as the Vestiges of Divergence. In its dormant state, each of these artifacts has one minor beneficial property and one minor detrimental property. When the artifact attains an awakened state, it gains an additional minor beneficial property and an additional minor detrimental property. When the item reaches its exalted state, it gains a major beneficial property. See ""Artifact Properties"" in chapter 7 of the Dungeon Master's Guide for more information.

Awakened. When the morningstar reaches an awakened state, it gains the following properties:

The arma's bonus to attack and dano rolls increases to +2.The tirada de salvacion DC for spells cast from the morningstar increases to 15.When you reduce a creature to 0 puntos de golpe with an attack using The Bloody End, you can cause the following effect: cada criatura of your choice within 15 pies of you debe superar a DC 15 Wisdom tirada de salvacion o quedar asustado of you hasta el final de your next turn. This property can't be used again until the next dawn.When a creature hits you with a melee attack, you can use your reaction to deal 1d6 psychic dano to the attacker. Vestige of Divergence. This item is a Vestige of Divergence, see Vestiges of Divergence for more information."
The Bloody End (Dormant),EGW,278,artefacto,"arma (Morningstar), Martial arma, Melee arma",requiere sintonia,1d8 Piercing,Vestige,,4 lb.,,"Carrying the power of Bane, this adamantine morningstar sports foot-long spikes and has a jagged blade on its pommel.

Sentience. The Bloody End is a sentient legal maligno arma with an Intelligence of 22, a Wisdom of 18, and a Charisma of 24. It has hearing and Vision en la oscuridad out to a Alcance of 120 pies.

The arma communicates telepathically with its wielder and can speak, read, and understand Comun and Infernal.

Personality. A tyrannical pit Infernal named Izeelzee lives within The Bloody End. The arma boisterously pushes its wielder to subjugate others and to never back down from a challenge. If the wielder doesn't demand fealty from others, the arma is happy to demand it on their behalf.

Dormant. The morningstar grants the following benefits in its dormant state:

You can speak, read, and write Infernal.You gain a +1 bonus to attack and dano rolls made with this magic arma.While holding the morningstar, you can use an action to cast one of the following spells from it (save DC 13): charm person, dominate person, or fear. Once a spell has been cast using the morningstar, that spell can't be cast from it again until the next dawn.While holding the morningstar, you have advantage on Charisma (Intimidation) checks. Betrayer Artifact Properties[–] The Arms of the Betrayers advance in power in the same manner as the Vestiges of Divergence. In its dormant state, each of these artifacts has one minor beneficial property and one minor detrimental property. When the artifact attains an awakened state, it gains an additional minor beneficial property and an additional minor detrimental property. When the item reaches its exalted state, it gains a major beneficial property. See ""Artifact Properties"" in chapter 7 of the Dungeon Master's Guide for more information.

Vestige of Divergence. This item is a Vestige of Divergence, see Vestiges of Divergence for more information."
The Bloody End (Exalted),EGW,278,artefacto,"arma (Morningstar), Martial arma, Melee arma",requiere sintonia,1d8 Piercing,Vestige,,4 lb.,,"Carrying the power of Bane, this adamantine morningstar sports foot-long spikes and has a jagged blade on its pommel.

Sentience. The Bloody End is a sentient legal maligno arma with an Intelligence of 22, a Wisdom of 18, and a Charisma of 24. It has hearing and Vision en la oscuridad out to a Alcance of 120 pies.

The arma communicates telepathically with its wielder and can speak, read, and understand Comun and Infernal.

Personality. A tyrannical pit Infernal named Izeelzee lives within The Bloody End. The arma boisterously pushes its wielder to subjugate others and to never back down from a challenge. If the wielder doesn't demand fealty from others, the arma is happy to demand it on their behalf.

Dormant. The morningstar grants the following benefits in its dormant state:

You can speak, read, and write Infernal.You gain a +1 bonus to attack and dano rolls made with this magic arma.While holding the morningstar, you can use an action to cast one of the following spells from it (save DC 13): charm person, dominate person, or fear. Once a spell has been cast using the morningstar, that spell can't be cast from it again until the next dawn.While holding the morningstar, you have advantage on Charisma (Intimidation) checks. Betrayer Artifact Properties[–] The Arms of the Betrayers advance in power in the same manner as the Vestiges of Divergence. In its dormant state, each of these artifacts has one minor beneficial property and one minor detrimental property. When the artifact attains an awakened state, it gains an additional minor beneficial property and an additional minor detrimental property. When the item reaches its exalted state, it gains a major beneficial property. See ""Artifact Properties"" in chapter 7 of the Dungeon Master's Guide for more information.

Awakened. When the morningstar reaches an awakened state, it gains the following properties:

The arma's bonus to attack and dano rolls increases to +2.The tirada de salvacion DC for spells cast from the morningstar increases to 15.When you reduce a creature to 0 puntos de golpe with an attack using The Bloody End, you can cause the following effect: cada criatura of your choice within 15 pies of you debe superar a DC 15 Wisdom tirada de salvacion o quedar asustado of you hasta el final de your next turn. This property can't be used again until the next dawn.When a creature hits you with a melee attack, you can use your reaction to deal 1d6 psychic dano to the attacker. Exalted. When the morningstar reaches an exalted state, it gains the following properties:

The arma's bonus to attack and dano rolls increases to +3.Add dominate monster to the list of spells that can be cast from the morningstar.The tirada de salvacion DC for spells cast from the morningstar, as well as for creatures to avoid being asustado by it, increases to 17.When you use your reaction to deal psychic dano to a creature that hits you with a melee attack, the amount of psychic dano increases to 2d6. Vestige of Divergence. This item is a Vestige of Divergence, see Vestiges of Divergence for more information."
The Codicil of White,IDRotF,317,unknown (magic),objeto maravilloso,,,,,,,"The Codicil of White is a tall, thin volume bound in white ermine fur over seasoned boards of white pine and sealed with a clasp and lock of tarnished silver. The book is cold to the touch, and the fur is worn about the edges from use. The twenty-seven pages within are of vellum painted with silver gilt on the outer edges. The whole is sewn to a leather binding with strips of sinews, making it quite durable.

A creature with the codicil in its possession has resistance to cold dano.

The codicil was written by followers of Auril as a primer on her worship. The first page is a title page with the snowflake symbol of Auril on it. The remaining pages describe various priestly rituals and ceremonies in chilling detail. Nestled among these descriptions is a spell that wizards can learn (frost fingers), and a poem called ""Rime of the Frostmaiden"" (see appendix E). The poem is an incantation, the power of which can be used to split a glacier (see chapter 6). The poem might have other capabilities, at your discretion"
The Incantations of Iriolarthas,IDRotF,317,desconocido,Adventuring Gear,,,,,3 lb.,,"The Incantations of Iriolarthas is a weighty spellbook. Its black leather covers have dead, toothy worms glued to them, sheathed in glossy varnish. Set into this morbid display on the front cover is a gold rune that resembles a stylized eye with a pupil shaped like a candle flame—the sigil of Iriolarthas, a Netherese lich.

The book contains sixty pages of brittle yellow vellum. Written on these pages are the following wizard spells:

1st level: alarm, detect magic, identify, magic missile, escudo, Tasha's hideous laughter, thunderwave2nd level: arcane lock, continual flame, invisibility, knock, levitate, Melf's acid arrow, mirror image3rd level: animate dead, bestow curse, clairvoyance, counterspell, dispel magic, fireball, glyph of warding4th level: arcane eye, banishment, blight, dimension door, Evard's black tentacles, phantasmal killer5th level: Bigby's hand, cloudkill, dominate person, planar binding, scrying, telekinesis6th level: create No muerto, disintegrate, globe of invulnerability, move earth, Otto's irresistible dance7th level: create magen, finger of death, prismatic spray, teleport8th level: demiplane, dominate monster, mind blank, power word stun9th level: blade of disaster, power word kill"
Theki Root,EGW,70,ninguno,Adventuring Gear,,,,,,3 GP,"This thick marsh root tastes bitter but is thought to aid digestive health. When you use an action to consume a dose, you gain advantage on Tiradas de salvacion against the effects of poisonous or toxic substances for 8 hours."
Thelarr,SCAG,124,ninguno,Instrument,,,,,,,"Also known as a whistlecane, a simple and easy-to-make wind instrument cut from a reed. They are so simple, in fact, that skilled bards frequently make and give them away to children—to the parents' delight or regret.

If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.

See the Tool Proficiencies entry for more information.

Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument.

History. Your expertise aids you in recalling lore related to your instrument.

Performance. Your ability to put on a bueno show is improved when you incorporate an instrument into your act.

Compose a Tune. As part of a descanso largo, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.

Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
Thermal Cube,IDRotF,316,comun,objeto maravilloso,,,,,,,This 3-inch cube of solid brimstone generates enough dry heat to keep the temperature within 15 pies of it at 95 degrees Fahrenheit (35 degrees Celsius).
Thieves' Tools,PHB'24,221,ninguno,Tool,,,,,1 lb.,25 GP,"Ability: Dexterity

Utilize: Pick a lock (DC 15), or disarm a trap (DC 15)

If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
Three-Dragon Ante Set,PHB'24,221,ninguno,Gaming Set,,,,,,1 GP,"Ability: Wisdom

Utilize: Discern whether someone is cheating (DC 10), or win the game (DC 20)

If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
Throne Card,BMT,15,legendario,objeto maravilloso,,,,,,,"As an action, you can speak a command word while holding this card to gain advantage on Charisma (Intimidation or Persuasion) checks for 1 minute. In addition, for that Duracion, you can use this card to cast the Command spell (save DC 17) as an action. Once this property is used, it can't be used again until the next dawn."
Thunder Absorbing Tattoo,TCE,119,muy raro,objeto maravilloso (Tattoo),requiere sintonia,,,,,,"Produced by a special needle, this magic tattoo features designs that emphasize one color (orange).

Tattoo Attunement. To attune to this item, you hold the needle to your skin where you want the tattoo to appear, pressing the needle there throughout the attunement process. When the attunement is complete, the needle turns into the ink that becomes the tattoo, which appears on the skin.

If your attunement to the tattoo ends, the tattoo vanishes, and the needle reappears in your space.

dano Resistance. While the tattoo is on your skin, you have resistance to thunder dano.

dano Absorption. When you take thunder dano, you can use your reaction to gain immunity against that instance of the dano, and you regain a number of puntos de golpe equal to half the dano you would have taken. Once this reaction is used, it can't be used again until the next dawn."
Thunderous Greatclub,DMG'24,316,muy raro,"arma (Greatclub), Simple arma, Melee arma",requiere sintonia,1d8 Bludgeoning,Two‑Handed,Mastery: Push,10 lb.,,"While you are attuned to this magic arma, your Strength is 20 unless your Strength is already equal to or greater than that score. The arma deals an extra 1d8 Thunder dano to any creature it hits and an extra 3d8 Thunder dano to objects it hits that aren't being worn or carried.

The arma has the following additional properties.

Clap of Thunder. As a Magic action, you can strike the arma against a hard surface to create a loud clap of thunder audible out to 300 pies. You also create a 30-foot Cone of thunderous energy. cada criatura in the Cone debe superar a DC 15 Strength tirada de salvacion or have the derribado condition. Nonmagical objects in the Cone that aren't being worn or carried take 3d8 Thunder dano.

Earthquake. As a Magic action, you can strike the arma against the ground to create an intense seismic disturbance in a 50-foot-radius circle centered on the point of impact. Structures in contact with the ground in that area take 50 Bludgeoning dano, and cada criatura on the ground in that area debe superar a DC 20 Dexterity tirada de salvacion or have the derribado condition. If that creature is also Concentrating, it debe superar a DC 20 Constitution tirada de salvacion or its Concentration is broken. In addition, you can cause a 30-foot-deep, 10-foot-wide fissure to open up on the ground anywhere in the area. Any creature on a spot where the fissure opens must make a DC 20 Dexterity tirada de salvacion, falling into the fissure on a failed save or moving with the fissure's edge on a successful one. Any structure on a spot where the fissure opens collapses into the fissure. Once you use this property, it can't be used again until the next dawn.

Two-Handed. A Two-Handed arma requires two hands when you attack with it.

Mastery: Push. If you hit a creature with this arma, you can push the creature up to 10 pies straight away from yourself if it is Grande or smaller."
Tidecaller Trident,BMT,69,muy raro,"arma (Trident), Martial arma, Melee arma",requiere sintonia,1d6 Piercing,"thrown (20/60 pies), versatile (1d8)",,4 lb.,,"You gain a +2 bonus to attack and dano rolls made with this magic trident. You also have advantage on attack rolls made with this arma while underwater.

This trident has 3 charges. You can expend 1 charge to cast Control Water (save DC 15) from the trident or 3 charges to cast Tsunami (save DC 15) from it instead. The trident regains 1d3 expended charges daily at dawn.

Thrown. If a arma has the thrown property, you can throw the arma to make a ranged attack. If the arma is a melee arma, you use the same ability modifier for that attack roll and dano roll that you would use for a melee attack with the arma. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property.

Versatile. This arma can be used with one or two hands. A dano value in parentheses appears with the property—the dano when the arma is used with two hands to make a melee attack."
Timepiece of Travel,AI,221,muy raro,objeto maravilloso,requiere sintonia,,,,,,"While attuned to this device, you have a +1 bonus to Dexterity Tiradas de salvacion and you always know which way is north. Additionally, you can cast the longstrider spell on yourself at will.

Turn-by-Turn Directions. You can name any location within 10 miles of your current location that is known to at least una criatura also within 10 miles of that location (including you). Once you name the location, a disembodied voice heard only by you provides directions to the location by the safest, most direct route. The voice knows to avoid natural hazards, so that it does not send you through trackless wilderness or into a lake. But it has no knowledge of or ability to help you avoid monsters, enemies, traps, locked doors, and the like.

The timepiece is of no use for reaching locations that are wholly secret or not known to any creatures within Alcance. Once you use this feature of the timepiece of travel, it cannot be used again until the next dawn.

Get Away From It All. As an action, you can cast the teleport spell. Once you use this feature of the timepiece of travel, it cannot be used again until the next dawn.

Part of a Whole. While this component is not installed in the Orrery of the Wanderer, its magic might function sporadically or with unpredictable side effects, as determined by the DM."
Tinderbox,PHB'24,229,ninguno,Adventuring Gear,,,,,1 lb.,5 SP,"A Tinderbox is a Pequeno container holding flint, fire steel, and tinder (usually dry cloth soaked in light oil) used to kindle a fire. Using it to light a Candle, Lamp, Lantern, or Torch—or anything else with exposed fuel—recibe a Bonus Action. Lighting any other fire recibe 1 minute."
Tinderstrike,PotA,224,legendario,"arma (Dagger), Simple arma, Melee arma",requiere sintonia,1d4 Piercing,"finesse, light, thrown (20/60 pies)",,1 lb.,,"A flint dagger, Tinderstrike is uncommonly sharp, and sparks cascade off its edge whenever it strikes something solid. Its handle is always warm to the touch, and the blade smolders for 1d4 minutes after it is used to deal dano. It contains a spark of Imix, Prince of maligno Fire.

You gain a +2 bonus to attack and dano rolls made with this magic arma. When you hit with it, el objetivo recibe an extra 2d6 fire dano.

Fire Mastery. You gain the following benefits while you hold Tinderstrike:

You can speak Ignan fluently.You have resistance to fire dano.You can cast dominate monster (save DC 17) on a fire Elemental. Once you have done so, Tinderstrike can't be used this way again until the next dawn. Dance of the All-Consuming Fire. While inside a fire node, you can perform a ritual called the Dance of the All-Consuming Fire, using Tinderstrike to create a devastation orb of fire. Once you perform the ritual, Tinderstrike can't be used to perform the ritual again until the next dawn.

Flaw. Tinderstrike makes its wielder impatient and rash. While attuned to the arma, you gain the following flaw: ""I act without thinking and take risks without weighing the consequences.""

Finesse. When making an attack with a finesse arma, you use your choice of your Strength or Dexterity modifier for the attack and dano rolls. You must use the same modifier for both rolls.

Light. A light arma is Pequeno and easy to handle, making it ideal for use when fighting with two weapons.

Thrown. If a arma has the thrown property, you can throw the arma to make a ranged attack. If the arma is a melee arma, you use the same ability modifier for that attack roll and dano roll that you would use for a melee attack with the arma. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property."
Tinker's Tools,PHB'24,221,ninguno,Artisan's Tools,,,,,10 lb.,50 GP,"Ability: Dexterity

Utilize: Assemble a Diminuto item composed of scrap, which falls apart in 1 minute (DC 20)

Craft: Musket, Pistol, Bell, Bullseye Lantern, Flask, Hooded Lantern, Hunting Trap, Lock, Manacles, Mirror, Shovel, Signal Whistle, Tinderbox

Artisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.

If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
Tocken,SCAG,124,ninguno,Instrument,,,,,,,"A hanging set of carved oval bells, usually played with a pair of light wooden hammers (or open handed). They are most Comun in underground cultures, where the resonant tones can carry.

If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.

See the Tool Proficiencies entry for more information.

Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument.

History. Your expertise aids you in recalling lore related to your instrument.

Performance. Your ability to put on a bueno show is improved when you incorporate an instrument into your act.

Compose a Tune. As part of a descanso largo, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.

Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
Tome of Clear Thought,DMG'24,317,muy raro,objeto maravilloso,,,,,5 lb.,,"This book contains memory and logic exercises, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Intelligence increases by 2, to a maximum of 30. The manual then loses its magic, but regains it in a century."
Tome of Leadership and Influence,DMG'24,317,muy raro,objeto maravilloso,,,,,5 lb.,,"This book contains guidelines for influencing and charming others, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Charisma increases by 2, to a maximum of 30. The manual then loses its magic, but regains it in a century."
Tome of Strahd,CoS,221,ninguno,Adventuring Gear,,,,,5 lb.,,"The Tome of Strahd is an ancient work penned by Strahd, a tragic tale of how he came to his fallen state. The book is bound in a thick leather cover with steel hinges and fastenings. The pages are of parchment and very brittle. Most of the book is written in the curious shorthand that only Strahd employs. Stains and age have made most of the work illegible, but several paragraphs remain intact."
Tome of Understanding,DMG'24,317,muy raro,objeto maravilloso,,,,,5 lb.,,"This book contains intuition and insight exercises, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Wisdom increases by 2, to a maximum of 30. The manual then loses its magic, but regains it in a century."
Tome of the Dragon,FRAiF,247,legendario,objeto maravilloso,,,,,,,"This heavy tome is bound in dragonhide and reinforced with thick bands of cold iron. The original copies were made by wyrmspeakers of the Cult of the Dragon and bear that cult's symbol on their cover. The Tome of the Dragon contains the secret ritual to transform a Dragon or a dead Dragon's body into a dracolich.

To decipher and use the Tome of the Dragon, you must be either a spellcaster with at least two level 5 spell slots or a Dragon. A single assistant (or more, at the DM's discretion) can help you conduct the ritual, so long as that assistant also meets the requirements to use the tome.

To create a dracolich using a Tome of the Dragon, you must have continuous access to the body of an adult or ancient Dragon (either living or dead), as well as 80,000 GP worth of supplies (which includes a gem that will serve as the anchor for the dracolich's spirit). While you have the necessary materials, you must conduct a ritual that lasts 180 days divided by the number of creatures conducting the ritual. During the ritual, you and any assistants must work without interruption, resting no more than 8 hours per day. If you are a Dragon, the cost of supplies and the ritual's Duracion are halved.

When the ritual is complete, the tome explodes with violet light, dealing (12d6) Necrotic dano to you and each assistant. If this dano reduces a creature to 0 puntos de golpe, the creature is killed and immediately reanimates as a Zombie under the DM's control.

At the end of the ritual, el objetivo transforms into a Dracolich. If the ritual's target was a living Dragon, that Dragon dies instantly, and its spirit is transferred to the gem supplied for the ritual. If el objetivo was a dead Dragon's body, the body reanimates, and the gem is inhabited by an maligno Dragon spirit from the Outer Planes. The dracolich is under no obligation toward its creators and acts according to its nature."
Tome of the Stilled Tongue,DMG'24,208,legendario,"objeto maravilloso, Spellcasting Focus",requiere sintonia By a Wizard,,,,5 lb.,,"This book has a desiccated tongue pinned to its front cover. Five of these tomes exist, and it's unknown which one is the original. The tongue on the first Tome of the Stilled Tongue belonged to a treacherous former servant of the lich Vecna. The tongues pinned to the covers of the four copies came from other spellcasters who crossed Vecna. The first few pages of each tome are filled with indecipherable scrawls. The remaining pages are blank.

While attuned to this item, you can use it as a Spellbook and an Arcane Focus. In addition, while holding the tome, you can take a Bonus Action to cast a spell you have written in this tome, without expending a spell slot or using any Verbal or Somatic Componentes. Once used, this property of the tome can't be used again until the next dawn.

Only you can remove the tongue from the book's cover. If you do so, all spells written in the book are permanently erased.

Vecna watches anyone using this tome and can write cryptic messages in it. These messages typically fade away after they are read.

An Arcane Focus recibe a specific form and is bejeweled or carved to channel arcane magic. A Sorcerer, Warlock, or Wizard can use such an item as a Spellcasting Focus."
Topaz Annihilator,FTD,24,legendario,"Ranged arma, Firearm",requiere sintonia,2d6 Necrotic,"two‑handed, Alcance 100/300 pies",,,,"This magic ranged arma resembles a musket, but in lieu of any ammunition, it holds a glowing yellow scale from a topaz Dragon in its heart.

The arma has a normal Alcance of 100 pies and a long Alcance of 300 pies, and it has the two-handed property. It deals 2d6 necrotic dano on a hit. If this dano reduces a creature or object to 0 puntos de golpe, el objetivo is reduced to dust. A creature reduced to dust can be restored to life only by a true resurrection or wish spell.

While the arma is on your person, you can use an action to cast the disintegrate spell (save DC 18). Once this property is used, it can't be used again until the next dawn.

Alcance. A arma that can be used to make a ranged attack has a Alcance shown in parentheses after the ammunition or thrown property. The Alcance lists two numbers. The first is the arma's normal Alcance in pies, and the second indicates the arma's maximum Alcance. When attacking a target beyond normal Alcance, you have disadvantage on the attack roll. You can't attack a target beyond the arma's long Alcance.

Two-Handed. This arma requires two hands to use. This property is relevant only when you attack with the arma, not when you simply hold it."
Torch,PHB'24,229,ninguno,Adventuring Gear,,,,,1 lb.,1 CP,"A Torch burns for 1 hour, casting Bright Light in a 20-foot radius and Dim Light for an additional 20 pies. When you take the Attack action, you can attack with the Torch, using it as a Simple Melee arma. On a hit, el objetivo recibe 1 Fire dano."
Torpor,DMG'24,91,ninguno,"Adventuring Gear, Poison (Ingested)",,,,,,600 GP,A creature subjected to Torpor poison debe superar a DC 15 Constitution tirada de salvacion or have the envenenado condition for 4d6 hours. The creature's Speed is halved while the creature is envenenado in this way.
Totem,PHB'14,151,ninguno,Spellcasting Focus,,,,,,1 GP,"A Druidic Focus recibe a specific form and is carved, tied with ribbon, or painted to channel primal magic. A Druid or Ranger can use such an object as a Spellcasting Focus."
Travel Alchemical Kit,AI,30,poco comun,objeto maravilloso,,,,,,,"Also at rank 3, Head Office provides you with a travel alchemical kit—an uncommon magic item containing miniaturized versions of both alchemist's supplies and a poisoner's kit (glass vials, a mortar and pestle, chemicals, and a glass stirring vara). You gain proficiency with a poisoner's kit as part of this upgrade.

You can use this magical kit as long as it is on your person, with no need to draw or stow it. If you are ever searched, finding your travel alchemical kit requires a successful DC 20 Intelligence (Investigation) or Wisdom (Insight) check."
Traveler's Clothes,PHB'24,225,ninguno,Adventuring Gear,,,,,4 lb.,2 GP,Traveler's Clothes are resilient garments designed for travel in various environments.
Trident,PHB'24,215,ninguno,"arma, Martial arma, Melee arma",,1d8 Piercing,"Thrown (20/60 pies), Versatile (1d10)",Mastery: Topple,4 lb.,5 GP,"Thrown. If a arma has the Thrown property, you can throw the arma to make a ranged attack, and you can draw that arma as part of the attack. If the arma is a Melee arma, use the same ability modifier for the attack and dano rolls that you use for a melee attack with that arma.

Versatile. A Versatile arma can be used with one or two hands. A dano value in parentheses appears with the property. The arma deals that dano when used with two hands to make a melee attack.

Mastery: Topple. If you hit a creature with this arma, you can force the creature to make a Constitution tirada de salvacion (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the derribado condition."
