"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Bastón de Dunamancia","EGW","270","muy raro","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonía por parte de un mago","1d6 contundente","versátil (1d8)","","4 lb.","","Este bastón de madera gris pulida tiene numerosas runas talladas a lo largo de su longitud. El bastón tiene 10 cargas y recupera 1d6 + 4 cargas gastadas diariamente al amanecer. Si gastas la última carga, tira un d20. Con un 1, el bastón se convierte en polvo y es destruido.

Mientras sostienes el bastón, puedes usar una acción para gastar 2 o más de sus cargas para lanzar uno de los siguientes hechizos, usando tu CD de salvación de hechizos y tu bonificación de ataque de hechizo: favor de la fortuna (2 cargas), onda de pulso (3 cargas) o sumidero de gravedad (4 cargas).

Nueva posibilidad. Si estás sosteniendo el bastón y fallas una tirada de salvación contra un hechizo que solo te apunta a ti, puedes convertir tu salvación fallida en una exitosa. Esta propiedad no podrá volver a utilizarse hasta el próximo amanecer.

Versátil. Esta arma se puede utilizar con una o dos manos. Junto a la propiedad aparece un valor de daño entre paréntesis: el daño cuando el arma se usa con las dos manos para realizar un ataque cuerpo a cuerpo."
"Bastón del destino","CM","183","muy raro","Bastón, Arma (cuarto de bastón), Arma simple, Arma cuerpo a cuerpo","Requiere sintonización","1d6 contundente","versátil (1d8)","","4 lb.","","Este bastón de cristal transparente se puede manejar como un bastón mágico que otorga una bonificación de +3 a las tiradas de ataque y daño realizadas con él.

Resultado alterado. El personal tiene 6 cargos. Como acción adicional, puedes gastar 1 de las cargas del bastón para darte a ti mismo o a otra criatura que puedas ver un d4. El destinatario puede tirar este d4 y sumar el número obtenido a una prueba de habilidad, tirada de ataque, tirada de daño o tirada de salvación que realice antes del comienzo de su siguiente turno. Si este dado extra no se utiliza antes de esa fecha, se pierde.

Si gastas la última carga del bastón, tira un d20. Con una tirada de 9 o menos, el bastón se convierte en un bastón no mágico que se rompe la primera vez que da un golpe y causa daño. Con una tirada de 10 o más, el bastón recupera 1d6 de sus cargas gastadas.

Versátil. Esta arma se puede utilizar con una o dos manos. Junto a la propiedad aparece un valor de daño entre paréntesis: el daño cuando el arma se usa con las dos manos para realizar un ataque cuerpo a cuerpo."
"Bastón de fuego","DMG'24","307","muy raro","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonía por parte de un druida, hechicero, brujo o mago","1d6 contundente","Versátil (1d8)","Maestría: Derribar","4 lb.","","Tienes daño de Resistencia al Fuego mientras sostienes este bastón.

Hechizos. El personal tiene 10 cargos. Mientras sostienes el bastón, puedes lanzar uno de los hechizos en la siguiente tabla, usando tu DC de salvación de hechizos. La tabla indica cuántas cargas debes gastar para lanzar el hechizo.

Costo de carga de hechizos Manos ardientes 1 Bola de fuego 3 Muro de fuego 4 Recuperación de cargas. El bastón recupera 1d6 + 4 cargas gastadas diariamente al amanecer. Si gastas la última carga, tira 1d20. Con un 1, el bastón se convierte en cenizas y es destruido.

Versátil. Un arma versátil se puede utilizar con una o dos manos. Un valor de daño entre paréntesis aparece con la propiedad. El arma causa ese daño cuando se usa con las dos manos para realizar un ataque cuerpo a cuerpo.

Maestría: Derribar. Si golpeas a una criatura con esta arma, puedes obligarla a realizar una tirada de salvación de Constitución (CD 8 más el modificador de habilidad utilizado para realizar la tirada de ataque y tu Bonificación de Competencia). Si falla la salvación, la criatura queda en estado boca abajo."
"Bastón de flores","DMG'24","308","común","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","","1d6 contundente","Versátil (1d8)","Maestría: Derribar","4 lb.","","Este bastón de madera tiene 10 cargas. Mientras lo sostienes, puedes realizar una acción mágica para gastar 1 carga del bastón y hacer que una flor brote de un trozo de tierra o suelo a 5 pies de ti, o del propio bastón. A menos que elijas un tipo específico de flor, el personal crea una margarita con un aroma suave. La flor es inofensiva y no mágica, y crece o se marchita como lo haría una flor normal.

Recuperación de cargos. El bastón recupera 1d6 + 4 cargas gastadas diariamente al amanecer. Si gastas la última carga, tira 1d20. Con un 1, el bastón se convierte en pétalos de flores y se pierde para siempre.

Versátil. Un arma versátil se puede utilizar con una o dos manos. Un valor de daño entre paréntesis aparece con la propiedad. El arma causa ese daño cuando se usa con las dos manos para realizar un ataque cuerpo a cuerpo.

Maestría: Derribar. Si golpeas a una criatura con esta arma, puedes obligarla a realizar una tirada de salvación de Constitución (CD 8 más el modificador de habilidad utilizado para realizar la tirada de ataque y tu Bonificación de Competencia). Si falla la salvación, la criatura queda en estado boca abajo."
"Bastón de escarcha","DMG'24","308","muy raro","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonía por parte de un druida, hechicero, brujo o mago","1d6 contundente","Versátil (1d8)","Maestría: Derribar","4 lb.","","Tienes resistencia al daño por frío mientras sostienes este bastón.

Hechizos. El personal tiene 10 cargos. Mientras sostienes el bastón, puedes lanzar uno de los hechizos en la siguiente tabla, usando tu DC de salvación de hechizos. La tabla indica cuántas cargas debes gastar para lanzar el hechizo.

Costo de carga de hechizo Cono de frío 5 Nube de niebla 1 Tormenta de hielo 4 Muro de hielo 4 Recuperación de cargas. El bastón recupera 1d6 + 4 cargas gastadas diariamente al amanecer. Si gastas la última carga, tira 1d20. Con un 1, el bastón se convierte en agua y es destruido.

Versátil. Un arma versátil se puede utilizar con una o dos manos. Un valor de daño entre paréntesis aparece con la propiedad. El arma causa ese daño cuando se usa con las dos manos para realizar un ataque cuerpo a cuerpo.

Maestría: Derribar. Si golpeas a una criatura con esta arma, puedes obligarla a realizar una tirada de salvación de Constitución (CD 8 más el modificador de habilidad utilizado para realizar la tirada de ataque y tu Bonificación de Competencia). Si falla la salvación, la criatura queda en estado boca abajo."
"Bastón de curación","DMG'24","308","extraño","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonía por parte de un bardo, clérigo o druida","1d6 contundente","Versátil (1d8)","Maestría: Derribar","4 lb.","","Este bastón tiene 10 cargos. Mientras sostienes el bastón, puedes lanzar uno de los hechizos de la siguiente tabla, usando tu modificador de habilidad de lanzamiento de hechizos. La tabla indica cuántas cargas debes gastar para lanzar el hechizo.

Costo de carga de hechizo Curar heridas 1 carga por nivel de hechizo (máximo 4 para un hechizo de nivel 4) Restauración menor 2 Curar heridas en masa 5 cargas de recuperación. El bastón recupera 1d6 + 4 cargas gastadas diariamente al amanecer. Si gastas la última carga, tira 1d20. Con un 1, el bastón desaparece en un destello de luz y se pierde para siempre.

Versátil. Un arma versátil se puede utilizar con una o dos manos. Un valor de daño entre paréntesis aparece con la propiedad. El arma causa ese daño cuando se usa con las dos manos para realizar un ataque cuerpo a cuerpo.

Maestría: Derribar. Si golpeas a una criatura con esta arma, puedes obligarla a realizar una tirada de salvación de Constitución (CD 8 más el modificador de habilidad utilizado para realizar la tirada de ataque y tu Bonificación de Competencia). Si falla la salvación, la criatura queda en estado boca abajo."
"Bastón de poder","DMG'24","308","muy raro","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonía por parte de un hechicero, brujo o mago","1d6 contundente","Versátil (1d8)","Maestría: Derribar","4 lb.","","Este bastón tiene 20 cargas y puede usarse como un bastón mágico que otorga una bonificación de +2 a las tiradas de ataque y daño realizadas con él. Mientras lo sostienes, obtienes una bonificación de +2 a la clase de armadura, tiros de salvación y tiradas de ataque con hechizos.

Hechizos. Mientras sostienes el bastón, puedes lanzar uno de los hechizos en la siguiente tabla, usando tu DC de salvación de hechizos. La tabla indica cuántas cargas debes gastar para lanzar el hechizo.

Costo de carga de hechizoCono de frío5Bola de fuego (versión de nivel 5)5Globo de invulnerabilidad6Sostener monstruo5Levitar2Relámpago (versión de nivel 5)5Misil mágico1Rayo de debilitamiento1Muro de fuerza5 Recuperación de cargas. El bastón recupera 2d8 + 4 cargas gastadas diariamente al amanecer. Si gastas la última carga, tira 1d20. Con un 1, el bastón conserva su bonificación +2 a las tiradas de ataque y daño, pero pierde todas las demás propiedades. Con un 20, el bastón recupera 1d8 + 2 cargas.

Huelga Retributiva. Puedes realizar una acción mágica para romper el bastón sobre tu rodilla o contra una superficie sólida. El bastón es destruido y libera su magia en una explosión que llena una emanación de 30 pies que se origina en sí mismo. Tienes un 50 por ciento de posibilidades de viajar instantáneamente a un plano de existencia aleatorio, evitando la explosión. Si no logras evitar el efecto, recibirás un daño de Fuerza equivalente a 16 veces el número de cargas del bastón. Cada otra criatura en el área realiza una tirada de salvación de Destreza CD 17. Si falla la salvación, la criatura sufre un daño de Fuerza equivalente a 4 veces el número de cargas del bastón. Con una salvación exitosa, una criatura sufre la mitad de daño.

Versátil. Un arma versátil se puede utilizar con una o dos manos. Un valor de daño entre paréntesis aparece con la propiedad. El arma causa ese daño cuando se usa con las dos manos para realizar un ataque cuerpo a cuerpo.

Maestría: Derribar. Si golpeas a una criatura con esta arma, puedes obligarla a realizar una tirada de salvación de Constitución (CD 8 más el modificador de habilidad utilizado para realizar la tirada de ataque y tu Bonificación de Competencia). Si falla la salvación, la criatura queda en estado boca abajo."
"Bastón de Gobierno","QftIS","191","extraño","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonización","1d6 contundente","versátil (1d8)","","4 lb.","","Una talla ornamentada de una serpiente adornada con un río que fluye en espiral a lo largo de este bastón rojo y dorado. Mientras lo sostienes, puedes usar una acción para producir uno de los siguientes efectos. Una vez que el bastón ha producido un efecto, no puede volver a producirlo hasta el siguiente amanecer.

Orbe de relámpagos. Creas un pequeño orbe de relámpagos en un espacio desocupado que puedes ver a 60 pies de ti. Te concentras en este orbe como si te concentraras en un hechizo. Como acción adicional, puedes mover el orbe hasta 20 pies en cualquier dirección.

Cuando termina tu concentración, o cuando una criatura ingresa al espacio del orbe o comienza su turno allí, el orbe detona en una esfera de 20 pies de radio. Cada criatura en esa área debe realizar una tirada de salvación de Destreza CD 15, recibiendo un daño de rayo igual al daño total acumulado en una salvación fallida, o la mitad del daño en una tirada exitosa; El daño base del orbe es 6d6, y si al final de tu turno el orbe no ha detonado, su daño aumenta en 2d6, hasta un máximo de 10d6.

Bastón a Serpiente. Lanzas el bastón a un espacio desocupado a 10 pies de ti y el bastón se convierte en una serpiente venenosa gigante. La serpiente está bajo tu control y comparte tu cuenta de iniciativa, pero toma su turno inmediatamente después del tuyo.

En tu turno, puedes comandar mentalmente a la serpiente si está a 60 pies de ti y no tienes la condición de incapacitado. Tú decides qué acción realiza la serpiente y hacia dónde se mueve durante su turno, o puedes darle una orden general, como atacar a tus enemigos o proteger un lugar.

Si usas una acción adicional para pronunciar la palabra de comando nuevamente, o si la serpiente se reduce a 0 puntos de vida, la serpiente vuelve a su forma de bastón en su espacio actual.

Tronido. Apuntas el bastón hacia el cielo, produciendo un trueno temible. Cada criatura de tu elección en una esfera de 30 pies de radio centrada en ti debe superar una tirada de salvación de Constitución CD 15 o tener las condiciones de ensordecimiento y miedo hasta el final de tu siguiente turno.

Versátil. Esta arma se puede utilizar con una o dos manos. Junto a la propiedad aparece un valor de daño entre paréntesis: el daño cuando el arma se usa con las dos manos para realizar un ataque cuerpo a cuerpo."
"Bastón de golpe","DMG'24","309","muy raro","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonización","1d6 contundente","Versátil (1d8)","Maestría: Derribar","4 lb.","","Este bastón se puede manejar como un bastón mágico que otorga una bonificación de +3 a las tiradas de ataque y de daño realizadas con él.

El personal tiene 10 cargos. Cuando golpeas con un ataque cuerpo a cuerpo usándolo, puedes gastar hasta 3 cargas. Por cada carga que gastas, el objetivo sufre 1d6 de daño de Fuerza adicional.

Recuperación de cargos. El bastón recupera 1d6 + 4 cargas gastadas diariamente al amanecer. Si gastas la última carga, tira 1d20. Con un 1, el bastón se convierte en un bastón no mágico.

Versátil. Un arma versátil se puede utilizar con una o dos manos. Un valor de daño entre paréntesis aparece con la propiedad. El arma causa ese daño cuando se usa con las dos manos para realizar un ataque cuerpo a cuerpo.

Maestría: Derribar. Si golpeas a una criatura con esta arma, puedes obligarla a realizar una tirada de salvación de Constitución (CD 8 más el modificador de habilidad utilizado para realizar la tirada de ataque y tu Bonificación de Competencia). Si falla la salvación, la criatura queda en estado boca abajo."
"Bastón de enjambre de insectos","DMG'24","309","extraño","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonía por parte de un bardo, clérigo, druida, hechicero, brujo o mago","1d6 contundente","Versátil (1d8)","Maestría: Derribar","4 lb.","","Este bastón tiene 10 cargos.

Nube de insectos. Mientras sostienes el bastón, puedes realizar una acción mágica y gastar 1 carga para provocar que un enjambre de insectos voladores inofensivos llene una emanación de 30 pies que se origina en ti. Los insectos permanecen durante 10 minutos, lo que hace que el área esté muy oscurecida para otras criaturas además de ti. Un viento fuerte (como el creado por Gust of Wind) dispersa el enjambre y acaba con el efecto.

Hechizos. Mientras sostienes el bastón, puedes lanzar uno de los hechizos en la siguiente tabla, usando tu CD de salvación de hechizos y tu modificador de ataque de hechizos. La tabla indica cuántas cargas debes gastar para lanzar el hechizo.

Costo de carga de hechizo Insecto gigante 4 Plaga de insectos 5 Recuperación de cargas. El bastón recupera 1d6 + 4 cargas gastadas diariamente al amanecer. Si gastas la última carga, tira 1d20. Con un resultado de 1, un enjambre de insectos consume y destruye el bastón, luego se dispersa.

Versátil. Un arma versátil se puede utilizar con una o dos manos. Un valor de daño entre paréntesis aparece con la propiedad. El arma causa ese daño cuando se usa con las dos manos para realizar un ataque cuerpo a cuerpo.

Maestría: Derribar. Si golpeas a una criatura con esta arma, puedes obligarla a realizar una tirada de salvación de Constitución (CD 8 más el modificador de habilidad utilizado para realizar la tirada de ataque y tu Bonificación de Competencia). Si falla la salvación, la criatura queda en estado boca abajo."
"Bastón de truenos y relámpagos","DMG'24","311","muy raro","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonización","1d6 contundente","Versátil (1d8)","Maestría: Derribar","4 lb.","","Este bastón se puede manejar como un bastón mágico que otorga una bonificación de +2 a las tiradas de ataque y de daño realizadas con él. También tiene las siguientes propiedades adicionales. Una vez que se usa una de estas propiedades, no se puede volver a usar hasta el siguiente amanecer.

Iluminación. Cuando golpeas con un ataque cuerpo a cuerpo usando el bastón, puedes hacer que el objetivo reciba 2d6 daños de Rayo adicionales (no se requiere ninguna acción).

Trueno. Cuando golpeas con un ataque cuerpo a cuerpo usando el bastón, puedes hacer que el bastón emita un trueno audible hasta 300 pies (no se requiere ninguna acción). El objetivo que golpeas debe superar una tirada de salvación de Constitución CD 17 o tener la condición de Aturdido hasta el final de tu siguiente turno.

Truenos y relámpagos. Inmediatamente después de golpear con un ataque cuerpo a cuerpo usando el bastón, puedes realizar una acción adicional para usar las propiedades de Rayo y Trueno (ver arriba) al mismo tiempo. Hacerlo no gasta el uso diario de esas propiedades, sólo el uso de ésta.

Golpe de rayo. Puedes realizar una acción mágica para provocar que un rayo salte desde la punta del bastón en una línea de 5 pies de ancho y 120 pies de largo. Cada criatura en esa Línea realiza una tirada de salvación de Destreza CD 17, recibiendo 9d6 de daño de Rayo si falla o la mitad de daño si tiene éxito.

Tronido. Puedes realizar una acción mágica para hacer que el bastón produzca un trueno audible a 600 pies. Cada criatura dentro de una Emanación de 60 pies que se origina en ti realiza una tirada de salvación de Constitución CD 17. Si falla la salvación, la criatura sufre 2d6 daños de Trueno y queda ensordecida durante 1 minuto. Con una salvación exitosa, una criatura sufre sólo la mitad de daño.

Versátil. Un arma versátil se puede utilizar con una o dos manos. Un valor de daño entre paréntesis aparece con la propiedad. El arma causa ese daño cuando se usa con las dos manos para realizar un ataque cuerpo a cuerpo.

Maestría: Derribar. Si golpeas a una criatura con esta arma, puedes obligarla a realizar una tirada de salvación de Constitución (CD 8 más el modificador de habilidad utilizado para realizar la tirada de ataque y tu Bonificación de Competencia). Si falla la salvación, la criatura queda en estado boca abajo."
"Bastón de Marchitamiento","DMG'24","312","extraño","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonía por parte de un clérigo, druida o brujo","1d6 contundente","Versátil (1d8)","Maestría: Derribar","4 lb.","","Este bastón tiene 3 cargas y recupera 1d3 cargas gastadas diariamente al amanecer.

El bastón se puede utilizar como un bastón mágico. Con un golpe, inflige daño como un Quarterstaff normal, y puedes gastar 1 carga para infligir 2d10 de daño necrótico adicional al objetivo y obligarlo a realizar una tirada de salvación de Constitución CD 15. En caso de una salvación fallida, el objetivo tiene Desventaja durante 1 hora en cualquier prueba de habilidad o tirada de salvación que use Fuerza o Constitución.

Versátil. Un arma versátil se puede utilizar con una o dos manos. Un valor de daño entre paréntesis aparece con la propiedad. El arma causa ese daño cuando se usa con las dos manos para realizar un ataque cuerpo a cuerpo.

Maestría: Derribar. Si golpeas a una criatura con esta arma, puedes obligarla a realizar una tirada de salvación de Constitución (CD 8 más el modificador de habilidad utilizado para realizar la tirada de ataque y tu Bonificación de Competencia). Si falla la salvación, la criatura queda en estado boca abajo."
"Bastón de la Víbora","DMG'24","310","poco común","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonización","1d6 contundente","Versátil (1d8)","Maestría: Derribar","4 lb.","","Como acción adicional, puedes convertir la cabeza de este bastón en la de una serpiente venenosa animada durante 1 minuto o revertir el bastón a su forma inanimada.

Cuando realizas la acción de Ataque, puedes realizar una de las tiradas de ataque usando la cabeza de serpiente animada, que tiene un alcance de 5 pies. Aplica tu bonificación de competencia y tu modificador de sabiduría a la tirada de ataque. Con un impacto, el objetivo sufre 1d6 de daño perforante y 3d6 de daño por veneno.

La cabeza de serpiente puede ser atacada mientras está animada. Tiene CA 15, HP 20 e inmunidad al veneno y al daño psíquico. Si la cabeza cae a 0 puntos de vida, el bastón se destruye. Mientras no sea destruido, el bastón recupera todos los puntos de vida perdidos cuando vuelve a su forma inanimada.

Versátil. Un arma versátil se puede utilizar con una o dos manos. Un valor de daño entre paréntesis aparece con la propiedad. El arma causa ese daño cuando se usa con las dos manos para realizar un ataque cuerpo a cuerpo.

Maestría: Derribar. Si golpeas a una criatura con esta arma, puedes obligarla a realizar una tirada de salvación de Constitución (CD 8 más el modificador de habilidad utilizado para realizar la tirada de ataque y tu Bonificación de Competencia). Si falla la salvación, la criatura queda en estado boca abajo."
"Bastón del Olvidado","ToA","208","artefacto","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonía por parte de un hechicero, brujo o mago","1d6 contundente","versátil (1d8)","","4 lb.","","Este bastón torcido está tallado en hueso y rematado con el cráneo de un archimago olvidado a quien Acererak destruyó hace mucho tiempo. Grabada en la frente del cráneo está la runa de Acererak, conocida en muchos mundos como un signo de muerte.

Propiedades beneficiosas. Mientras el personal esté en su persona, obtendrá los siguientes beneficios:

Tu bonificación de competencia en las pruebas de Inteligencia (Arcanos) e Inteligencia (Historia) se duplica. No puedes quedar cegado, hechizado, ensordecido, asustado, petrificado o aturdido. Los muertos vivientes con un índice de desafío de 2 o menos no te amenazarán ni te atacarán a menos que les hagas daño. Puedes empuñar el bastón como un bastón +3 que causa 10 (3d6) de daño necrótico adicional con un golpe. Invocar maldición. El Bastón del Olvidado tiene 7 cargas y recupera 1d4 + 3 cargas gastadas diariamente al amanecer. Mientras sostienes el bastón, puedes usar una acción para gastar 1 carga y apuntar a una criatura que puedas ver a 60 pies de ti. El objetivo debe superar una tirada de salvación de Constitución (usando la CD de salvación de tu hechizo) o ser maldecido. Mientras está maldito de esta manera, el objetivo no puede recuperar puntos de vida y es vulnerable al daño necrótico. Una restauración mayor, eliminar maldición o un hechizo similar pone fin a la maldición sobre el objetivo.

El Olvidado. La fuerza vital incorpórea de un archimago muerto fortalece el bastón y queda aprisionada dentro de él. La runa grabada en el cráneo del bastón protege a Acererak de la venganza de este espíritu. Cada vez que una criatura que no sea Acererak gasta cualquiera de las cargas del bastón, hay un 50 por ciento de posibilidades de que la fuerza vital intente poseer al portador del bastón. El portador debe superar una tirada de salvación de Carisma CD 20 o ser poseído, convirtiéndose en un PNJ bajo el control del DM. Si la fuerza vital intrusa es objetivo de magia como un hechizo para disipar el mal y el bien, queda atrapada en el bastón una vez más. Una vez que toma el control de otra criatura, el espíritu demente del archimago muerto intenta destruir el bastón.

Destruyendo el bastón. Una criatura en posesión del bastón puede usar una acción para romperlo sobre una rodilla o una superficie sólida. El bastón se destruye y libera la magia restante en una explosión que se expande hasta llenar una esfera de 30 pies de radio centrada en él. Cada criatura en el área debe realizar una tirada de salvación de Destreza CD 18, recibiendo 132 (24d10) de daño de fuerza si falla, o la mitad de daño si tiene éxito. Cuando el bastón es destruido, la fuerza vital del Olvidado se libera al más allá. Adónde va es una incógnita.

Versátil. Esta arma se puede utilizar con una o dos manos. Junto a la propiedad aparece un valor de daño entre paréntesis: el daño cuando el arma se usa con las dos manos para realizar un ataque cuerpo a cuerpo."
"Bastón de la Garra de Marfil","EGW","270","extraño","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonía por parte de un lanzador de conjuros","1d6 contundente","versátil (1d8)","","4 lb.","","Este bastón gris y cerúleo está rematado con una pequeña garra de dragón tallada en marfil. Mientras sostienes el bastón, obtienes una bonificación de +1 a las tiradas de ataque con hechizos. Cada vez que consigues un golpe crítico con un ataque de hechizo, el objetivo sufre 3d6 de daño radiante adicional.

Versátil. Esta arma se puede utilizar con una o dos manos. Junto a la propiedad aparece un valor de daño entre paréntesis: el daño cuando el arma se usa con las dos manos para realizar un ataque cuerpo a cuerpo."
"Bastón de los Reyes Magos","DMG'24","310","legendario","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonía por parte de un hechicero, brujo o mago","1d6 contundente","Versátil (1d8)","Maestría: Derribar","4 lb.","","Este bastón tiene 50 cargas y puede usarse como un bastón mágico que otorga una bonificación de +2 a las tiradas de ataque y daño realizadas con él. Mientras lo sostienes, obtienes una bonificación de +2 a las tiradas de ataque con hechizos.

Absorción de hechizos. Mientras sostienes el bastón, tienes ventaja en las tiradas de salvación contra hechizos. Además, puedes reaccionar cuando otra criatura lanza un hechizo que solo te ataca a ti. Si lo haces, el bastón absorbe la magia del hechizo, cancelando su efecto y obteniendo una cantidad de cargas igual al nivel del hechizo absorbido. Sin embargo, si al hacerlo el número total de cargas del bastón supera las 50, el bastón explota como si activaras su Golpe Retributivo (ver más abajo).

Hechizos. Mientras sostienes el bastón, puedes lanzar uno de los hechizos en la siguiente tabla, usando tu DC de salvación de hechizos. La tabla indica cuántas cargas debes gastar para lanzar el hechizo.

Costo de carga de hechizos Bloqueo arcano 0 Conjurar elemental 7 Detectar magia 0 Disipar magia 3 Ampliar/Reducir 0 Bola de fuego (versión de nivel 7) 7 Esfera llameante 2 Tormenta de hielo 4 Invisibilidad 2 Golpe 2 Luz 0 Rayo (versión de nivel 7) 7 Mano de mago 0 Muro de paso 5 Cambio de plano 7 Protección contra el mal y el bien 0 Telequinesis 5 Muro de fuego 4 Web2 Recuperación de cargas. El bastón recupera 4d6 + 2 cargas gastadas diariamente al amanecer. Si gastas la última carga, tira 1d20. Con un 20, el bastón recupera 1d12 + 1 cargas.

Huelga Retributiva. Puedes realizar una acción mágica para romper el bastón sobre tu rodilla o contra una superficie sólida. El bastón es destruido y libera su magia en una explosión que llena una emanación de 30 pies que se origina en sí mismo. Tienes un 50 por ciento de posibilidades de viajar instantáneamente a un plano de existencia aleatorio, evitando la explosión. Si no logras evitar el efecto, recibirás un daño de Fuerza equivalente a 16 veces el número de cargas del bastón. Cada otra criatura en el área realiza una tirada de salvación de Destreza CD 17. Si falla la salvación, la criatura sufre un daño de Fuerza equivalente a 6 veces el número de cargas del bastón. Con una salvación exitosa, una criatura sufre la mitad de daño.

Versátil. Un arma versátil se puede utilizar con una o dos manos. Un valor de daño entre paréntesis aparece con la propiedad. El arma causa ese daño cuando se usa con las dos manos para realizar un ataque cuerpo a cuerpo.

Maestría: Derribar. Si golpeas a una criatura con esta arma, puedes obligarla a realizar una tirada de salvación de Constitución (CD 8 más el modificador de habilidad utilizado para realizar la tirada de ataque y tu Bonificación de Competencia). Si falla la salvación, la criatura queda en estado boca abajo."
"Bastón de la pitón","DMG'24","311","poco común","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonización","1d6 contundente","Versátil (1d8)","Maestría: Derribar","4 lb.","","Como acción mágica, puedes lanzar este bastón para que aterrice en un espacio desocupado a menos de 10 pies de ti, lo que hace que el bastón se convierta en una serpiente constrictora gigante en ese espacio. La serpiente está bajo tu control y comparte tu recuento de iniciativa, tomando su turno inmediatamente después del tuyo.

En tu turno, puedes comandar mentalmente a la serpiente (no se requiere ninguna acción) si está a 60 pies de ti y no tienes la condición de Incapacitado. Tú decides qué acción realiza la serpiente y hacia dónde se mueve durante su turno, o puedes darle una orden general, como atacar a tus enemigos o proteger un lugar. Sin órdenes tuyas, la serpiente se defiende.

Como acción adicional, puedes ordenarle a la serpiente que vuelva a su forma de bastón en su espacio actual y no podrás volver a usar la propiedad del bastón durante 1 hora. Si la serpiente se reduce a 0 puntos de vida, muere y vuelve a su forma de bastón; El bastón luego se hace añicos y es destruido. Si la serpiente vuelve a su forma de bastón antes de perder todos sus puntos de vida, los recupera todos.

Versátil. Un arma versátil se puede utilizar con una o dos manos. Un valor de daño entre paréntesis aparece con la propiedad. El arma causa ese daño cuando se usa con las dos manos para realizar un ataque cuerpo a cuerpo.

Maestría: Derribar. Si golpeas a una criatura con esta arma, puedes obligarla a realizar una tirada de salvación de Constitución (CD 8 más el modificador de habilidad utilizado para realizar la tirada de ataque y tu Bonificación de Competencia). Si falla la salvación, la criatura queda en estado boca abajo."
"Bastón de las Colinas Arraigadas","BGG","116","extraño","Bastón, Arma, Arma Simple, Arma Cuerpo A Cuerpo","Requiere sintonización","1d6 contundente","versátil (1d8)","","4 lb.","","La runa de la colina está tallada en este nudoso bastón de madera. El bastón cambia mágicamente de tamaño para coincidir con la altura de cualquier criatura que se sintonice con él.

El bastón se puede manejar como un bastón mágico que otorga una bonificación de +1 a las tiradas de ataque y daño realizadas con él. La primera vez que golpeas a una criatura con el bastón en tu turno, la criatura debe superar una tirada de salvación de Fuerza CD 12 o ser restringida por enredaderas espectrales hasta el comienzo de tu siguiente turno.

Invocando la Runa. Como acción, puedes invocar la runa del bastón para lanzar retener a la persona (salvo CD 12) o hablar con las plantas con el bastón. Cuando lanzas Hold Person usando el bastón, el objetivo queda envuelto en enredaderas espectrales.

Una vez que se ha invocado la runa para lanzar cualquiera de los hechizos, no se puede volver a invocar hasta el siguiente amanecer.

Versátil. Esta arma se puede utilizar con una o dos manos. Junto a la propiedad aparece un valor de daño entre paréntesis: el daño cuando el arma se usa con las dos manos para realizar un ataque cuerpo a cuerpo."
