"Name","Source","Page","Size","Type","Alignment","AC","HP","Speed","Strength","Dexterity","Constitution","Intelligence","Wisdom","Charisma","Saving Throws","Skills","Damage Vulnerabilities","Damage Resistances","Damage Immunities","Condition Immunities","Senses","Languages","CR","Traits","Actions","Bonus Actions","Reactions","Legendary Actions","Mythic Actions","Lair Actions","Regional Effects","Environment","Treasure"
"Aberrant Zealot (Tentacled)","PaBTSO","181","Medium","Aberration","chaotic evil","16 (studded leather armor)","93 (17d8 + 17)","30 ft.","15","18","12","13","8","19","Dex +7, Cha +7","Perception +5","","psychic","","blinded, charmed, frightened, grappled, restrained","Darkvision 60 ft., Truesight 10 ft., passive Perception 15","Common, Deep Speech","8 (XP 3.900; PB +3)","Aberrant Form. The zealot exudes the chaos of the Far Realm. Any non-Aberration creature that starts its turn within 5 feet of the zealot must succeed on a DC 15 Wisdom saving throw or take 7 (2d6) psychic damage.

Weirdly Pliable. The zealot, along with any equipment it is wearing or carrying, is unnaturally flexible. The zealot can move through any space as narrow as 1 inch without squeezing.","Multiattack. The zealot makes one Psychic Rend attack and two Shortsword attacks.

Psychic Rend. Melee or Ranged Spell Attack: +7 to hit, reach 15 ft. or range 120 ft., one target. Hit: 14 (3d6 + 4) psychic damage, and the target must succeed on a DC 15 Wisdom saving throw or have the stunned condition until the start of the zealot's next turn.

Shortsword. Melee Weapon Attack: +7 to hit, reach 15 ft., one target. Hit: 7 (1d6 + 4) piercing damage plus 7 (2d6) psychic damage.

Mind Blast (Recharge 5–6). The zealot magically emits psychic energy in a 60-foot cone. Each creature in that area must succeed on a DC 15 Intelligence saving throw or take 22 (4d8 + 4) psychic damage and have the stunned condition for 1 minute. A target can repeat the saving throw at the end of each of its turns, ending the stunned condition on itself on a success.

Spellcasting (Psionics). The zealot casts one of the following spells, requiring no components and using Charisma as the spellcasting ability (spell save DC 15):

At will: detect thoughts, minor illusion

1/day each: arcane gate, hunger of Hadar","Void Warp (Recharge 5–6). The zealot teleports, along with any equipment it is wearing or carrying, to an unoccupied space it can see within 120 feet of itself, leaving a churning void in the space it left. Immediately after it teleports, each creature within 30 feet of the void other than the zealot must make a DC 15 Strength saving throw. On a failed save, a creature takes 18 (4d8) force damage and is pulled to the unoccupied space closest to the void. On a successful save, the creature takes half as much damage only. The void then disappears.","","","","","","",""
"Abhorrent Overlord","MOT","219","Large","Fiend","lawful evil","16 (natural armor)","136 (16d10 + 48)","30 ft., Fly 60 ft.","20","18","16","15","14","16","Con +7, Cha +7","Deception +7, Intimidation +7, Persuasion +7","","cold, necrotic","poison","poisoned","Darkvision 120 ft., passive Perception 12","Abyssal, Common, Infernal","9 (XP 5.000; PB +4)","Innate Spellcasting. The abhorrent overlord's spellcasting ability is Charisma (spell save DC 15). It can innately cast the following spells, requiring no material components:

1/day each: confusion, crown of madness, suggestion

Insatiable Greed. The abhorrent overlord can sense the presence of gold within 1,000 feet of itself. It can determine which location has the greatest amount of gold and can sense the direction to that site. If the gold is being moved, it knows the direction of the movement. It can't locate gold if any thickness of clay or lead, even a thin sheet, blocks a direct path between it and the gold.

Magic Resistance. The abhorrent overlord has advantage on saving throws against spells and other magical effects.","Multiattack. The abhorrent overlord makes two attacks with its claws.

Claws. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) slashing damage plus 14 (4d6) necrotic damage. The abhorrent overlord regains hit points equal to half the amount of necrotic damage dealt if the target is a creature.

Storm of Crows (Recharge 6). The abhorrent overlord conjures a swarm of spectral crows and harpies in a 20-foot-radius sphere centered on a point the overlord can see within 120 feet of it. The sphere remains for 1 minute or until the overlord loses concentration (as if concentrating on a spell), and its area is lightly obscured and difficult terrain.

Any creature that moves into the area for the first time on a turn or starts its turn there must make a DC 15 Constitution saving throw. A creature takes 16 (3d10) slashing damage plus 16 (3d10) psychic damage on a failed save, or half as much damage on a successful one.","","","","","","","",""
"Abjurer Wizard","MPMM","260","Medium","Humanoid","any alignment","12 (15 with mage armor)","104 (16d8 + 32)","30 ft.","9","14","14","18","12","11","Int +8, Wis +5","Arcana +8, History +8","","","","","passive Perception 11","Any four languages","9 (XP 5.000; PB +4)","","Multiattack. The abjurer makes three Arcane Burst attacks.

Arcane Burst. Melee or Ranged Spell Attack: +6 to hit, reach 5 ft. or range 120 ft., one target. Hit: 20 (3d10 + 4) force damage.

Force Blast. Each creature in a 20-foot cube originating from the abjurer must make a DC 16 Constitution saving throw. On a failed save, a creature takes 36 (8d8) force damage and is pushed up to 10 feet away from the abjurer. On a successful save, a creature takes half as much damage and isn't pushed.

Spellcasting. The abjurer casts one of the following spells, using Intelligence as the spellcasting ability (spell save DC 16):

At will: dancing lights, mage hand, message, prestidigitation

2/day each: dispel magic, lightning bolt, mage armor

1/day each: arcane lock, banishment, globe of invulnerability, invisibility, wall of force","","Arcane Ward (Recharge 4–6). When the abjurer or a creature it can see within 30 feet of it takes damage, the abjurer magically creates a protective barrier around itself or the other creature. The barrier reduces the damage to the protected creature by 26 (4d10 + 4), to a minimum of 0, and then vanishes.","","","","","Urban",""
"Aboleth","MM'25","12","Large","Aberration","lawful evil","17","150 (20d10 + 40)","10 ft., Swim 40 ft.","21","9","15","18","15","18","Dex +3, Con +6, Int +8, Wis +6","History +12, Perception +10","","","","","Darkvision 120 ft., passive Perception 20","Deep Speech; telepathy 120 ft.","10 (XP 5.900, or 7.200 in lair; PB +4)","Amphibious. The aboleth can breathe air and water.

Eldritch Restoration. If destroyed, the aboleth gains a new body in 5d10 days, reviving with all its Hit Points in the Far Realm or another location chosen by the DM.

Legendary Resistance (3/Day, or 4/Day in Lair). If the aboleth fails a saving throw, it can choose to succeed instead.

Mucus Cloud. While underwater, the aboleth is surrounded by mucus. Constitution Saving Throw: DC 14, each creature in a 5-foot Emanation originating from the aboleth at the end of the aboleth's turn. Failure: The target is cursed. Until the curse ends, the target's skin becomes slimy, the target can breathe air and water, and it can't regain Hit Points unless it is underwater.

While the cursed creature is outside a body of water, the creature takes 6 (1d12) Acid damage at the end of every 10 minutes unless moisture is applied to its skin before those minutes have passed.

Probing Telepathy. If a creature the aboleth can see communicates telepathically with the aboleth, the aboleth learns the creature's greatest desires.","Multiattack. The aboleth makes two Tentacle attacks and uses either Consume Memories or Dominate Mind if available.

Tentacle. Melee Attack Roll: +9, reach 15 ft. Hit: 12 (2d6 + 5) Bludgeoning damage. If the target is a Large or smaller creature, it has the Grappled condition (escape DC 14) from one of four tentacles.

Consume Memories. Intelligence Saving Throw: DC 16, one creature within 30 feet that is Charmed or Grappled by the aboleth. Failure: 10 (3d6) Psychic damage. Success: Half damage. Failure or Success: The aboleth gains the target's memories if the target is a Humanoid and is reduced to 0 Hit Points by this action.

Dominate Mind (2/Day). Wisdom Saving Throw: DC 16, one creature the aboleth can see within 30 feet. Failure: The target has the Charmed condition until the aboleth dies or is on a different plane of existence from the target. While Charmed, the target acts as an ally to the aboleth and is under its control while within 60 feet of it. In addition, the aboleth and the target can communicate telepathically with each other over any distance.

The target repeats the save whenever it takes damage as well as after every 24 hours it spends at least 1 mile away from the aboleth, ending the effect on itself on a success.","","","Lash. The aboleth makes one Tentacle attack.

Psychic Drain. If the aboleth has at least one creature Charmed or Grappled, it uses Consume Memories and regains 5 (1d10) Hit Points.","","","The region containing an aboleth's lair is warped by it, creating the following effects:

Foul Water. Water sources within 1 mile of the lair are supernaturally fouled. Creatures other than the aboleth and its allies that drink such water must succeed on a DC 15 Constitution saving throw or have the Poisoned condition for 1 hour.

Psionic Projection. While in its lair, the aboleth can cast Project Image, requiring no spell components and using Intelligence as the spellcasting ability (spell save DC 16). When casting the spell this way, the spell's range is 1 mile, and the aboleth can use its telepathy as if it were in the illusion's space.

If the aboleth dies or moves its lair elsewhere, these effects end immediately.","Underdark, Underwater","Relics"
"Aboleth Spawn","CRCotN","135","Medium","Aberration","lawful evil","14 (natural armor)","93 (11d8 + 44)","30 ft., Swim 30 ft.","19","11","18","7","12","9","","Perception +4","","psychic","","charmed, frightened","Darkvision 120 ft., passive Perception 14","Common, Deep Speech, telepathy 60 ft.","5 (XP 1.800; PB +3)","Abolethic Vessel. The spawn must obey its aboleth master.

Amphibious. The spawn can breathe air and water.

Water Dependency. The spawn takes 6 (1d12) acid damage every 10 minutes it goes without being immersed in water.","Multiattack. The spawn makes one Spear attack, two Tentacle attacks, and one Psychic Lash attack.

Spear. Melee or Ranged Weapon Attack: +7 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 7 (1d6 + 4) piercing damage, or 8 (1d8 + 4) piercing damage when used with two hands to make a melee attack.

Tentacle. Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: The target is grappled (escape DC 14) and takes 9 (2d8) psychic damage at the start of each of its turns until the grapple ends. The spawn has four tentacles, each of which can grapple one creature.

Psychic Lash. Ranged Spell Attack: +7 to hit, range 120 ft., one creature. Hit: 18 (4d8) psychic damage.","","","","","","","",""
"Abominable Yeti","MM'25","340","Huge","Monstrosity","chaotic evil","15","137 (11d12 + 66)","40 ft., Climb 40 ft.","24","10","22","9","13","9","","Perception +9, Stealth +8","","","cold","","Darkvision 60 ft., passive Perception 19","Yeti","9 (XP 5.000; PB +4)","Fear of Fire. If the yeti takes Fire damage, it has Disadvantage on attack rolls and ability checks until the end of its next turn.","Multiattack. The yeti can use its Chilling Gaze and makes two attacks, using Claw or Ice Throw in any combination.

Claw. Melee Attack Roll: +11, reach 5 ft. Hit: 14 (2d6 + 7) Slashing damage plus 7 (2d6) Cold damage.

Ice Throw. Ranged Attack Roll: +11, range 60/240 ft. Hit: 12 (2d4 + 7) Bludgeoning damage plus 7 (2d6) Cold damage.

Chilling Gaze. Constitution Saving Throw: DC 18, one creature the yeti can see within 30 feet. Failure: 21 (6d6) Cold damage, and the target has the Paralyzed condition until the start of the yeti's next turn unless the target has Immunity to Cold damage. Success: The target is immune to this yeti's Chilling Gaze for 1 hour.

Cold Breath (Recharge 6). Constitution Saving Throw: DC 18, each creature in a 30-foot Cone. Failure: 45 (10d8) Cold damage. Success: Half damage.","","","","","","","Arctic","Any"
"Abyssal Chicken","BGDIA","97","Tiny","Fiend (Demon)","chaotic evil","13 (natural armor)","10 (3d4 + 3)","30 ft., Fly 30 ft. (see bad flier below)","6","14","13","4","9","5","","","","cold, fire, lightning","poison","blinded, poisoned","Blindsight 30 ft. (blind beyond this radius), passive Perception 9","Understands Abyssal but can't speak","1/4 (XP 50; PB +2)","Bad Flier. The abyssal chicken falls at the end of a turn if it's airborne and the only thing holding it aloft is its flying speed.","Multiattack. The abyssal chicken makes two attacks: one with its bite and one with its claws.

Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage.

Claws. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) slashing damage.","","","","","","","",""
"Abyssal Wretch","MTF","136","Medium","Fiend (Demon)","chaotic evil","11","18 (4d8)","20 ft.","9","12","11","5","8","5","","","","cold, fire, lightning","poison","charmed, frightened, poisoned","Darkvision 120 ft., passive Perception 9","Understands Abyssal but can't speak","1/4 (XP 50; PB +2)","","Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) slashing damage.","","","","","","","",""
"Adult Amethyst Dragon","FTD","161","Huge","Dragon (Gem)","neutral","19 (natural armor)","229 (17d12 + 119)","40 ft., Fly 80 ft. (hover), Swim 40 ft.","25","14","25","20","17","21","Dex +7, Con +12, Wis +8, Cha +10","Arcana +15, Perception +13, Persuasion +10, Stealth +7","","force, psychic","","frightened, prone","Blindsight 60 ft., Darkvision 120 ft., passive Perception 23","Common, Draconic, telepathy 120 ft.","16 (XP 15.000, or 18.000 in lair; PB +5)","Amphibious. The dragon can breathe both air and water.

Legendary Resistance (3/Day). If the dragon fails a saving throw, it can choose to succeed instead.","Multiattack. The dragon makes one Bite attack and two Claw attacks.

Bite. Melee Weapon Attack: +12 to hit, reach 10 ft., one target. Hit: 18 (2d10 + 7) piercing damage plus 9 (2d8) force damage.

Claw. Melee Weapon Attack: +12 to hit, reach 10 ft., one target. Hit: 11 (1d8 + 7) slashing damage.

Singularity Breath (Recharge 5–6). The dragon creates a shining bead of gravitational force in its mouth, then releases the energy in a 90-foot cone. Each creature in that area must make a DC 20 Strength saving throw. On a failed save, the creature takes 45 (10d8) force damage, and its speed becomes 0 until the start of the dragon's next turn. On a successful save, the creature takes half as much damage, and its speed isn't reduced.

Spellcasting (Psionics). The dragon casts one of the following spells, requiring no spell components and using Intelligence as the spellcasting ability (spell save DC 18):

1/day each: blink, control water, dispel magic, protection from evil and good, sending","Change Shape. The dragon magically transforms into any creature that is Medium or Small, while retaining its game statistics (other than its size). This transformation ends if the dragon is reduced to 0 hit points or uses a bonus action to end it.

Psychic Step. The dragon magically teleports to an unoccupied space it can see within 60 feet of it.","","Claw. The dragon makes one claw attack.

Psionics (Costs 2 Actions). The dragon uses Psychic Step or Spellcasting.

Explosive Crystal (Costs 3 Actions). The dragon spits an amethyst that that explodes at a point it can see within 60 feet of it. Each creature within a 20-foot-radius sphere centered on that point must succeed on a DC 20 Dexterity saving throw or take 13 (3d8) force damage and be knocked prone.","","On initiative count 20 (losing initiative ties), the dragon can take one of the following lair actions; the dragon can't take the same lair action two rounds in a row:

Beguiling Whisper. The dragon telepathically whispers to one creature within range of the dragon's telepathy. The creature must succeed on a DC 15 Wisdom saving throw or be charmed by the dragon until initiative count 20 on the next round. A creature charmed in this way obeys to the best of its ability any command the dragon issues that isn't directly harmful to the creature.

Imprisoning Force. The dragon casts the forcecage spell, using its spell save DC and requiring no spell components. The spell ends early if the dragon uses this lair action again or dies.

Spatial Projection. The dragon chooses a space it can fit into within the lair. It exists in its own space and the chosen space simultaneously until initiative count 20 on the next round. Whenever it moves or takes an action, it chooses which version of itself is moving or acting. If an effect or attack can target both of the dragon's spaces at the same time, the dragon is affected only once.","The region surrounding a legendary amethyst dragon's lair is altered by the dragon's magic, creating one or more of the following effects:

Background Check. Once per day, the dragon can cast the legend lore spell, requiring no spell components, naming any person, place, or object within 1 mile of the lair as the spell's subject.

Crystal Profusion. Amethyst crystals and geodes form along muddy shores and lake beds within 6 miles of the lair.

Thriving Wildlife. Fish and other aquatic Beasts reproduce rapidly and thrive in bodies of water within 6 miles of the lair. Foraging in these waters yields twice the usual amount of food.

Watery Sight. Water within 6 miles of the lair is a conduit for the dragon's psionic presence. As an action, the dragon can cast the clairvoyance spell, requiring no spell components and targeting any body of water in that region.

If the dragon dies, the populations of aquatic life near the lair return to normal levels over the course of 1d10 days. The existing abundance of amethysts remains, but new crystals and geodes form at a normal rate.","",""
"Adult Black Dragon","MM'25","39","Huge","Dragon (Chromatic)","chaotic evil","19","195 (17d12 + 85)","40 ft., Fly 80 ft., Swim 40 ft.","23","14","21","14","13","19","Dex +7, Wis +6","Perception +11, Stealth +7","","","acid","","Blindsight 60 ft., Darkvision 120 ft., passive Perception 21","Common, Draconic","14 (XP 11.500, or 13.000 in lair; PB +5)","Amphibious. The dragon can breathe air and water.

Legendary Resistance (3/Day, or 4/Day in Lair). If the dragon fails a saving throw, it can choose to succeed instead.","Multiattack. The dragon makes three Rend attacks. It can replace one attack with a use of Spellcasting to cast Melf's Acid Arrow (level 3 version).

Rend. Melee Attack Roll: +11, reach 10 ft. Hit: 13 (2d6 + 6) Slashing damage plus 4 (1d8) Acid damage.

Acid Breath (Recharge 5–6). Dexterity Saving Throw: DC 18, each creature in a 60-foot-long, 5-foot-wide Line. Failure: 54 (12d8) Acid damage. Success: Half damage.

Spellcasting. The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 17, +9 to hit with spell attacks):

At will: Detect Magic, Fear, Melf's Acid Arrow (level 3 version)

1/day each: Speak with Dead, Vitriolic Sphere","","","Cloud of Insects. Dexterity Saving Throw: DC 17, one creature the dragon can see within 120 feet. Failure: 22 (4d10) Poison damage, and the target has Disadvantage on saving throws to maintain Concentration until the end of its next turn. Failure or Success: The dragon can't take this action again until the start of its next turn.

Frightful Presence. The dragon uses Spellcasting to cast Fear. The dragon can't take this action again until the start of its next turn.

Pounce. The dragon can move up to half its Speed, and it makes one Rend attack.","","","The region containing an adult or ancient black dragon's lair is warped by its presence, creating the following effects:

Acrid Haze. Odorous and stifling fog covers the area within 1 mile of the lair, rendering that area Lightly Obscured. Travel for creatures other than the dragon and its allies takes twice the usual time in that area.

Foul Water. Water sources within 1 mile of the lair are supernaturally fouled. A creature that drinks such water must succeed on a DC 15 Constitution saving throw or have the Poisoned condition for 1 hour.

If the dragon dies or moves its lair elsewhere, these effects end immediately.","Swamp","Relics"
"Adult Blue Dragon","MM'25","49","Huge","Dragon (Chromatic)","lawful evil","19","212 (17d12 + 102)","40 ft., Burrow 30 ft., Fly 80 ft.","25","10","23","16","15","20","Dex +5, Wis +7","Perception +12, Stealth +5","","","lightning","","Blindsight 60 ft., Darkvision 120 ft., passive Perception 22","Common, Draconic","16 (XP 15.000, or 18.000 in lair; PB +5)","Legendary Resistance (3/Day, or 4/Day in Lair). If the dragon fails a saving throw, it can choose to succeed instead.","Multiattack. The dragon makes three Rend attacks. It can replace one attack with a use of Spellcasting to cast Shatter.

Rend. Melee Attack Roll: +12, reach 10 ft. Hit: 16 (2d8 + 7) Slashing damage plus 5 (1d10) Lightning damage.

Lightning Breath (Recharge 5–6). Dexterity Saving Throw: DC 19, each creature in a 90-foot-long, 5-foot-wide Line. Failure: 60 (11d10) Lightning damage. Success: Half damage.

Spellcasting. The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 18):

At will: Detect Magic, Invisibility, Mage Hand, Shatter

1/day each: Scrying, Sending","","","Cloaked Flight. The dragon uses Spellcasting to cast Invisibility on itself, and it can fly up to half its Fly Speed. The dragon can't take this action again until the start of its next turn.

Sonic Boom. The dragon uses Spellcasting to cast Shatter. The dragon can't take this action again until the start of its next turn.

Tail Swipe. The dragon makes one Rend attack.","","","The region containing an adult or ancient blue dragon's lair is changed by its presence, creating the following effects:

Sinkholes. Sinkholes form more frequently in the area within 1 mile of the lair. Whenever a creature in that area other than the dragon and its allies finishes a Long Rest, roll 1d20. On a 1, a sinkhole opens beneath the creature, and the creature must succeed on a DC 15 Dexterity saving throw or fall 2d4 × 10 feet into the sinkhole.

Spiteful Storms. Dust devils and thunderstorms rage within 1 mile of the lair. The area is Lightly Obscured.

If the dragon dies or moves its lair elsewhere, these effects end immediately.","Coastal, Desert","Relics"
"Adult Brass Dragon","MM'25","55","Huge","Dragon (Metallic)","chaotic good","18","172 (15d12 + 75)","40 ft., Burrow 30 ft., Fly 80 ft.","23","10","21","14","13","17","Dex +5, Wis +6","History +7, Perception +11, Persuasion +8, Stealth +5","","","fire","","Blindsight 60 ft., Darkvision 120 ft., passive Perception 21","Common, Draconic","13 (XP 10.000, or 11.500 in lair; PB +5)","Legendary Resistance (3/Day, or 4/Day in Lair). If the dragon fails a saving throw, it can choose to succeed instead.","Multiattack. The dragon makes three Rend attacks. It can replace one attack with a use of (A) Sleep Breath or (B) Spellcasting to cast Scorching Ray.

Rend. Melee Attack Roll: +11, reach 10 ft. Hit: 17 (2d10 + 6) Slashing damage plus 4 (1d8) Fire damage.

Fire Breath (Recharge 5–6). Dexterity Saving Throw: DC 18, each creature in a 60-foot-long, 5-foot-wide Line. Failure: 45 (10d8) Fire damage. Success: Half damage.

Sleep Breath. Constitution Saving Throw: DC 18, each creature in a 60-foot Cone. Failure: The target has the Incapacitated condition until the end of its next turn, at which point it repeats the save. Second Failure: The target has the Unconscious condition for 10 minutes. This effect ends for the target if it takes damage or a creature within 5 feet of it takes an action to wake it.

Spellcasting. The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 16):

At will: Detect Magic, Minor Illusion, Scorching Ray, Shapechange (Beast or Humanoid form only, no Temporary Hit Points gained from the spell, and no Concentration or Temporary Hit Points required to maintain the spell), Speak with Animals

1/day each: Detect Thoughts, Control Weather","","","Blazing Light. The dragon uses Spellcasting to cast Scorching Ray.

Pounce. The dragon moves up to half its Speed, and it makes one Rend attack.

Scorching Sands. Dexterity Saving Throw: DC 16, one creature the dragon can see within 120 feet. Failure: 27 (6d8) Fire damage, and the target's Speed is halved until the end of its next turn. Failure or Success: The dragon can't take this action again until the start of its next turn.","","","The area containing an adult or ancient brass dragon's lair is altered by its presence, creating the following effects:

Mirages. While in its lair, the dragon can cast Major Image, requiring no Material components and using the same spellcasting ability as its Spellcasting action. When casting the spell this way, the spell's range is 1 mile, and the dragon doesn't need to see the spot where the illusion appears.

Refreshing Water. Water within 1 mile of the lair is magically refreshing. A creature that drinks such water gains 2d4 Temporary Hit Points, and the dragon is immediately aware of the creature's presence.

If the dragon dies or moves its lair elsewhere, these effects end immediately.","Desert","Arcana"
"Adult Bronze Dragon","MM'25","59","Huge","Dragon (Metallic)","lawful good","18","212 (17d12 + 102)","40 ft., Fly 80 ft., Swim 40 ft.","25","10","23","16","15","20","Dex +5, Wis +7","Insight +7, Perception +12, Stealth +5","","","lightning","","Blindsight 60 ft., Darkvision 120 ft., passive Perception 22","Common, Draconic","15 (XP 13.000, or 15.000 in lair; PB +5)","Amphibious. The dragon can breathe air and water.

Legendary Resistance (3/Day, or 4/Day in Lair). If the dragon fails a saving throw, it can choose to succeed instead.","Multiattack. The dragon makes three Rend attacks. It can replace one attack with a use of (A) Repulsion Breath or (B) Spellcasting to cast Guiding Bolt (level 2 version).

Rend. Melee Attack Roll: +12, reach 10 ft. Hit: 16 (2d8 + 7) Slashing damage plus 5 (1d10) Lightning damage.

Lightning Breath (Recharge 5–6). Dexterity Saving Throw: DC 19, each creature in a 90-foot-long, 5-foot-wide Line. Failure: 55 (10d10) Lightning damage. Success: Half damage.

Repulsion Breath. Strength Saving Throw: DC 19, each creature in a 30-foot Cone. Failure: The target is pushed up to 60 feet straight away from the dragon and has the Prone condition.

Spellcasting. The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 17, +10 to hit with spell attacks):

At will: Detect Magic, Guiding Bolt (level 2 version), Shapechange (Beast or Humanoid form only, no Temporary Hit Points gained from the spell, and no Concentration or Temporary Hit Points required to maintain the spell), Speak with Animals, Thaumaturgy

1/day each: Detect Thoughts, Water Breathing","","","Guiding Light. The dragon uses Spellcasting to cast Guiding Bolt (level 2 version).

Pounce. The dragon moves up to half its Speed, and it makes one Rend attack.

Thunderclap. Constitution Saving Throw: DC 17, each creature in a 20-foot-radius Sphere centered on a point the dragon can see within 90 feet. Failure: 10 (3d6) Thunder damage, and the target has the Deafened condition until the end of its next turn.","","","The region containing an adult or ancient bronze dragon's lair is changed by its presence, creating the following effects:

Buoying Currents. Creatures within 1 mile of the lair that lack a Swim Speed ignore the extra cost of movement while swimming.

Sun and Storms. While in its lair, the dragon can cast Control Weather, requiring no Material components and using the same spellcasting ability as its Spellcasting action. When casting the spell this way, the dragon can control the weather within 1 mile of its lair, regardless if the dragon is inside or outside.

If the dragon dies or moves its lair elsewhere, these effects end immediately.","Coastal","Implements"
"Adult Copper Dragon","MM'25","79","Huge","Dragon (Metallic)","chaotic good","18","184 (16d12 + 80)","40 ft., Climb 40 ft., Fly 80 ft.","23","12","21","18","15","18","Dex +6, Wis +7","Deception +9, Perception +12, Stealth +6","","","acid","","Blindsight 60 ft., Darkvision 120 ft., passive Perception 22","Common, Draconic","14 (XP 11.500, or 13.000 in lair; PB +5)","Legendary Resistance (3/Day, or 4/Day in Lair). If the dragon fails a saving throw, it can choose to succeed instead.","Multiattack. The dragon makes three Rend attacks. It can replace one attack with a use of (A) Slowing Breath or (B) Spellcasting to cast Mind Spike (level 4 version).

Rend. Melee Attack Roll: +11, reach 10 ft. Hit: 17 (2d10 + 6) Slashing damage plus 4 (1d8) Acid damage.

Acid Breath (Recharge 5–6). Dexterity Saving Throw: DC 18, each creature in an 60-foot-long, 5-foot-wide Line. Failure: 54 (12d8) Acid damage. Success: Half damage.

Slowing Breath. Constitution Saving Throw: DC 18, each creature in a 60-foot Cone. Failure: The target can't take Reactions; its Speed is halved; and it can take either an action or a Bonus Action on its turn, not both. This effect lasts until the end of its next turn.

Spellcasting. The dragon casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 17):

At will: Detect Magic, Mind Spike (level 4 version), Minor Illusion, Shapechange (Beast or Humanoid form only, no Temporary Hit Points gained from the spell, and no Concentration or Temporary Hit Points required to maintain the spell)

1/day each: Greater Restoration, Major Image","","","Giggling Magic. Charisma Saving Throw: DC 17, one creature the dragon can see within 90 feet. Failure: 24 (7d6) Psychic damage. Until the end of its next turn, the target rolls 1d6 whenever it makes an ability check or attack roll and subtracts the number rolled from the D20 Test. Failure or Success: The dragon can't take this action again until the start of its next turn.

Mind Jolt. The dragon uses Spellcasting to cast Mind Spike (level 4 version). The dragon can't take this action again until the start of its next turn.

Pounce. The dragon moves up to half its Speed, and it makes one Rend attack.","","","The region containing an adult or ancient copper dragon's lair is changed by its presence, creating the following effects:

Chatty Critters. Tiny Beasts magically gain the ability to speak and understand Draconic while within 6 miles of the lair.

Giggle Fits. Whenever a creature other than the dragon and its allies is within 1 mile of the lair and rolls a 1 on a D20 Test, it must succeed on a DC 15 Wisdom saving throw or have the Incapacitated condition until the end of its next turn, as it is wracked with laughter.

If the dragon dies or moves its lair elsewhere, these effects end immediately.","Hill","Arcana"
