Name,Source,Page,Level,Casting Time,Duration,School,Range,Components,Classes,Optional/Variant Classes,Subclasses,Text,At Higher Levels
Stinking Cloud,PHB'24,321,3rd,accion,"Concentration, up to 1 minute",conjuracion,90 pies,"V, S, M (a rotten egg)","Bard (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)",,"Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Land (Tropical Land) (PHB'24) Druid, Land (Swamp) (PHB'14) Druid, Land (Underdark) (PHB'14) Druid, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Infernal (PHB'24) Warlock, Infernal (PHB'14) Warlock","You create a 20-foot-radius Sphere of yellow, nauseating gas centered on a point within Alcance. The cloud is Heavily Obscured. The cloud lingers in the air for the Duracion or until a strong wind (such as the one created by Gust of Wind) disperses it.

cada criatura that starts its turn in the Sphere debe superar a Constitution tirada de salvacion or have the envenenado condition hasta el final de the current turn. While envenenado in this way, the creature can't take an action or a Bonus Action.",
Stone Shape,PHB'14,278,4th,accion,instantaneo,transmutacion,toque,"V, S, M (soft clay, which must be worked into roughly the desired shape of the stone object)","Artificer (TCE), Cleric (PHB'14), Druid (PHB'14), Wizard (PHB'14)",,"Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Land (Mountain) (PHB'14) Druid, Land (Underdark) (PHB'14) Druid, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Genie (Dao) (TCE) Warlock, Genie (Dao) (TCE) Warlock","You touch a stone object of Mediano size or smaller or a section of stone no more than 5 pies in any dimension and form it into any shape that suits your purpose. So, for example, you could shape a Grande rock into a arma, idol, or coffer, or make a Pequeno passage through a wall, as long as the wall is less than 5 pies thick. You could also shape a stone door or its frame to seal the door shut. The object you create can have up to two hinges and a latch, but finer mechanical detail isn't possible.",
Stone Shape,PHB'24,321,4th,accion,instantaneo,transmutacion,toque,"V, S, M (soft clay)","Artificer (EFA), Cleric (PHB'24), Druid (PHB'24), Wizard (PHB'24)",,"Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Land (Mountain) (PHB'14) Druid, Land (Underdark) (PHB'14) Druid, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Genie (Dao) (TCE) Warlock, Genie (Dao) (TCE) Warlock","You touch a stone object of Mediano size or smaller or a section of stone no more than 5 pies in any dimension and form it into any shape you like. For example, you could shape a Grande rock into a arma, statue, or coffer, or you could make a Pequeno passage through a wall that is 5 pies thick. You could also shape a stone door or its frame to seal the door shut. The object you create can have up to two hinges and a latch, but finer mechanical detail isn't possible.",
Stoneskin,PHB'14,278,4th,accion,"Concentration, up to 1 hour",abjuracion,toque,"V, S, M (diamond dust worth 100 gp, which the spell consumes)","Artificer (TCE), Druid (PHB'14), Ranger (PHB'14), Sorcerer (PHB'14), Wizard (PHB'14)",,"Abjurer (PHB'24) Wizard, Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Land (Mountain) (PHB'14) Druid, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Conquest (XGE) Paladin, Conquest (XGE) Paladin, Redemption (XGE) Paladin, Redemption (XGE) Paladin, Ancients (PHB'14) Paladin, War (PHB'14) Cleric, Strength (PSA) (PSA) Cleric, Strength (PSA) (PSA) Cleric","This spell turns the flesh of a willing creature you touch as hard as stone. Until the spell ends, el objetivo has resistance to nonmagical bludgeoning, piercing, and slashing dano.",
Stoneskin,PHB'24,321,4th,accion,"Concentration, up to 1 hour",transmutacion,toque,"V, S, M (diamond dust worth 100+ GP, which the spell consumes)","Artificer (EFA), Druid (PHB'24), Ranger (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)",,"Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Land (Mountain) (PHB'14) Druid, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Conquest (XGE) Paladin, Conquest (XGE) Paladin, Redemption (XGE) Paladin, Redemption (XGE) Paladin, Ancients (PHB'14) Paladin, Ancients (PHB'24) Paladin, War (PHB'14) Cleric, Strength (PSA) (PSA) Cleric, Strength (PSA) (PSA) Cleric","Until the spell ends, one willing creature you touch has Resistance to Bludgeoning, Piercing, and Slashing dano.",
Storm Sphere,XGE,166,4th,accion,"Concentration, up to 1 minute",evocacion,150 pies,"V, S",,"Sorcerer (PHB'14), Sorcerer (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Evoker (PHB'24) Wizard","A 20-foot-radius sphere of whirling air springs into existence, centered on a point you choose within Alcance. The sphere remains for the spell's Duracion. cada criatura in the sphere when it appears or that ends its turn there debe superar a Strength tirada de salvacion or take 2d6 bludgeoning dano. The sphere's space is difficult terrain.

Until the spell ends, you can use a bonus action on each of your turns to cause a bolt of lightning to leap from the center of the sphere toward una criatura you choose within 60 pies of the center. Make a ranged spell attack. You have advantage on the attack roll if el objetivo is in the sphere. On a hit, el objetivo recibe 4d6 lightning dano.

Creatures within 30 pies of the sphere have disadvantage on Wisdom (Perception) checks made to listen.","A niveles superiores. When you cast this spell using a spell slot of 5th level or higher, the dano for each of its effects increases by 1d6 for each slot level above 4th."
Storm of Vengeance,PHB'14,279,9th,accion,"Concentration, up to 1 minute",conjuracion,Sight,"V, S",Druid (PHB'14),,,"A churning storm cloud forms, centered on a point you can see and spreading to a radius of 360 pies. Lightning flashes in the area, thunder booms, and strong winds roar. cada criatura under the cloud (no more than 5,000 pies beneath the cloud) when it appears must make a Constitution tirada de salvacion. On a failed save, a creature recibe 2d6 thunder dano and becomes ensordecido for 5 minutes.

Each round you maintain concentration on this spell, the storm produces different effects on your turn.

Round 2. Acidic rain falls from the cloud. cada criatura and object under the cloud recibe 1d6 acid dano.

Round 3. You call six bolts of lightning from the cloud to strike six creatures or objects of your choice beneath the cloud. A given creature or object can't be struck by more than one bolt. A struck creature must make a Dexterity tirada de salvacion. The creature recibe 10d6 lightning dano on a failed save, or half as much dano on a successful one.

Round 4. Hailstones rain down from the cloud. cada criatura under the cloud recibe 2d6 bludgeoning dano.

Round 5–10. Gusts and freezing rain assail the area under the cloud. The area becomes difficult terrain and is heavily obscured. cada criatura there recibe 1d6 cold dano. Ranged arma attacks in the area are impossible. The wind and rain count as a severe distraction for the purposes of maintaining concentration on spells. Finally, gusts of strong wind (ranging from 20 to 50 miles per hour) automatically disperse fog, mists, and similar phenomena in the area, whether mundane or magical.",
Storm of Vengeance,PHB'24,321,9th,accion,"Concentration, up to 1 minute",conjuracion,1 mile,"V, S",Druid (PHB'24),,,"A churning storm cloud forms for the Duracion, centered on a point within Alcance and spreading to a radius of 300 pies. cada criatura under the cloud when it appears debe superar a Constitution tirada de salvacion or take 2d6 Thunder dano and have the ensordecido condition for the Duracion.

At the start of each of your later turns, the storm produces different effects, as detailed below.

Turn 2. Acidic rain falls. cada criatura and object under the cloud recibe 4d6 Acid dano.

Turn 3. You call six bolts of lightning from the cloud to strike six different creatures or objects beneath it. Each target makes a Dexterity tirada de salvacion, taking 10d6 Lightning dano on a failed save or half as much dano on a successful one.

Turn 4. Hailstones rain down. cada criatura under the cloud recibe 2d6 Bludgeoning dano.

Turns 5-10. Gusts and freezing rain assail the area under the cloud. cada criatura there recibe 1d6 Cold dano. Until the spell ends, the area is Difficult Terrain and Heavily Obscured, ranged attacks with weapons are impossible there, and strong wind blows through the area.",
Suggestion,PHB'14,279,2nd,accion,"Concentration, up to 8 hours",encantamiento,30 pies,"V, M (a snake's tongue and either a bit of honeycomb or a drop of sweet oil)","Bard (PHB'14), Sorcerer (PHB'14), Warlock (PHB'14), Wizard (PHB'14)",,"Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Knowledge (PHB'14) Cleric","You suggest a course of activity (limited to a sentence or two) and magically influence a creature you can see within Alcance that can hear and understand you. Creatures that can't be hechizado are immune to this effect. The suggestion must be worded in such a manner as to make the course of action sound reasonable. Asking the creature to stab itself, throw itself onto a spear, immolate itself, or do some other obviously harmful act ends the spell.

el objetivo must make a Wisdom tirada de salvacion. On a failed save, it pursues the course of action you described to the best of its ability. The suggested course of action can continue for the entire Duracion. If the suggested activity can be completed in a shorter time, the spell ends when the subject finishes what it was asked to do.

You can also specify conditions that will trigger a special activity during the Duracion. For example, you might suggest that a knight give her warhorse to the first beggar she meets. If the condition isn't met before the spell expires, the activity isn't performed.

If you or any of your companions dano el objetivo, the spell ends.",
Suggestion,PHB'24,321,2nd,accion,"Concentration, up to 8 hours",encantamiento,30 pies,"V, M (a drop of honey)","Bard (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)",,"Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Infernal (PHB'24) Warlock, Knowledge (PHB'14) Cleric","You suggest a course of activity—described in no more than 25 words—to una criatura you can see within Alcance that can hear and understand you. The suggestion must sound achievable and not involve anything that would obviously deal dano to el objetivo or its allies. For example, you could say, ""Fetch the key to the cult's treasure vault, and give the key to me."" Or you could say, ""Stop fighting, leave this library peacefully, and don't return.""

el objetivo debe superar a Wisdom tirada de salvacion or have the hechizado condition for the Duracion or until you or your allies deal dano to el objetivo. The hechizado target pursues the suggestion to the best of its ability. The suggested activity can continue for the entire Duracion, but if the suggested activity can be completed in a shorter time, the spell ends for el objetivo upon completing it.",
Summon Aberracion,TCE,109,4th,accion,"Concentration, up to 1 hour",conjuracion,90 pies,"V, S, M (a pickled tentacle and an eyeball in a platinum-inlaid vial worth at least 400 gp)",,"Warlock (PHB'14), Wizard (PHB'14)","Aberrant Mind (TCE) Sorcerer, Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter","You call forth an aberrant spirit. It manifests in an unoccupied space that you can see within Alcance. This corporeal form uses the Aberrant Spirit stat block. When you cast the spell, choose Beholderkin, Slaad, or Star Spawn. The creature resembles an Aberracion of that kind, which determines certain traits in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its move to avoid danger.","A niveles superiores. When you cast this spell using a spell slot of 5th level or higher, use the higher level wherever the spell's level appears in the stat block."
Summon Aberracion,PHB'24,322,4th,accion,"Concentration, up to 1 hour",conjuracion,90 pies,"V, S, M (a pickled tentacle and an eyeball in a platinum-inlaid vial worth 400+ GP)","Warlock (PHB'24), Wizard (PHB'24)",,"Aberrant (PHB'24) Sorcerer, Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Great Old One (PHB'24) Warlock","You call forth an aberrant spirit. It manifests in an unoccupied space that you can see within Alcance and uses the Aberrant Spirit stat block. When you cast the spell, choose Beholderkin, Mind Flayer, or Slaad. The creature resembles an Aberracion of that kind, which determines certain details in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your allies. In combat, it shares your Initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its movement to avoid danger.",Using a Higher-Level Spell Slot. Use the spell slot's level for the spell's level in the stat block.
Summon Bestia,TCE,109,2nd,accion,"Concentration, up to 1 hour",conjuracion,90 pies,"V, S, M (a feather, tuft of fur, and fish tail inside a gilded acorn worth at least 200 gp)",,"Druid (PHB'14), Ranger (PHB'14)",Lore (PHB'24) Bard,"You call forth a bestial spirit. It manifests in an unoccupied space that you can see within Alcance. This corporeal form uses the Bestial Spirit stat block. When you cast the spell, choose an environment: Air, Land, or Water. The creature resembles an animal of your choice that is native to the chosen environment, which determines certain traits in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its move to avoid danger.","A niveles superiores. When you cast this spell using a spell slot of 3rd level or higher, use the higher level wherever the spell's level appears in the stat block."
Summon Bestia,PHB'24,322,2nd,accion,"Concentration, up to 1 hour",conjuracion,90 pies,"V, S, M (a feather, tuft of fur, and fish tail inside a gilded acorn worth 200+ GP)","Druid (PHB'24), Ranger (PHB'24)",,"Lore (PHB'24) Bard, Illusionist (PHB'24) Wizard","You call forth a bestial spirit. It manifests in an unoccupied space that you can see within Alcance and uses the Bestial Spirit stat block. When you cast the spell, choose an environment: Air, Land, or Water. The creature resembles an animal of your choice that is native to the chosen environment, which determines certain details in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its movement to avoid danger.",Using a Higher-Level Spell Slot. Use the spell slot's level for the spell's level in the stat block.
Summon Celestial,TCE,110,5th,accion,"Concentration, up to 1 hour",conjuracion,90 pies,"V, S, M (a golden reliquary worth at least 500 gp)",,"Cleric (PHB'14), Paladin (PHB'14)","Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer","You call forth a Celestial spirit. It manifests in an angelic form in an unoccupied space that you can see within Alcance. This corporeal form uses the Celestial Spirit stat block. When you cast the spell, choose Avenger or Defender. Your choice determines the creature's attack in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its move to avoid danger.","A niveles superiores. When you cast this spell using a spell slot of 6th level or higher, use the higher level wherever the spell's level appears in the stat block."
Summon Celestial,PHB'24,323,5th,accion,"Concentration, up to 1 hour",conjuracion,90 pies,"V, S, M (a reliquary worth 500+ GP)","Cleric (PHB'24), Paladin (PHB'24)",,"Celestial (PHB'24) Warlock, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer","You call forth a Celestial spirit. It manifests in an angelic form in an unoccupied space that you can see within Alcance and uses the Celestial Spirit stat block. When you cast the spell, choose Avenger or Defender. Your choice determines certain details in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its movement to avoid danger.",Using a Higher-Level Spell Slot. Use the spell slot's level for the spell's level in the stat block.
Summon Constructo,TCE,111,4th,accion,"Concentration, up to 1 hour",conjuracion,90 pies,"V, S, M (an ornate stone and metal lockbox worth at least 400 gp)","Artificer (TCE), Artificer (EFA)",Wizard (PHB'14),"Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Clockwork Soul (TCE) Sorcerer, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter","You call forth the spirit of a Constructo. It manifests in an unoccupied space that you can see within Alcance. This corporeal form uses the Constructo Spirit stat block. When you cast the spell, choose a material: Clay, Metal, or Stone. The creature resembles a golem or a modron (your choice) made of the chosen material, which determines certain traits in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its move to avoid danger.","A niveles superiores. When you cast this spell using a spell slot of 4th level or higher, use the higher level wherever the spell's level appears in the stat block."
Summon Constructo,PHB'24,324,4th,accion,"Concentration, up to 1 hour",conjuracion,90 pies,"V, S, M (a lockbox worth 400+ GP)","Artificer (EFA), Wizard (PHB'24)",,"Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Clockwork (PHB'24) Sorcerer, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter","You call forth the spirit of a Constructo. It manifests in an unoccupied space that you can see within Alcance and uses the Constructo Spirit stat block. When you cast the spell, choose a material: Clay, Metal, or Stone. The creature resembles an animate statue (you determine the appearance) made of the chosen material, which determines certain details in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its movement to avoid danger.",Using a Higher-Level Spell Slot. Use the spell slot's level for the spell's level in the stat block.
Summon Draconico Spirit,FTD,21,5th,accion,"Concentration, up to 1 hour",conjuracion,60 pies,"V, S, M (an object with the image of a Dragon engraved on it, worth at least 500 gp)",,"Druid (PHB'14), Sorcerer (PHB'14), Wizard (PHB'14)",,"You call forth a Draconico spirit. It manifests in an unoccupied space that you can see within Alcance. This corporeal form uses the Draconico Spirit stat block. When you cast this spell, choose a family of Dragon: chromatic, gem, or metallic. The creature resembles a Dragon of the chosen family, which determines certain traits in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its move to avoid danger.","A niveles superiores. When you cast this spell using a spell slot of 6th level or higher, use the higher level wherever the spell's level appears in the stat block."
Summon Dragon,PHB'24,324,5th,accion,"Concentration, up to 1 hour",conjuracion,60 pies,"V, S, M (an object with the image of a Dragon engraved on it worth 500+ GP)",Wizard (PHB'24),,Draconico (PHB'24) Sorcerer,"You call forth a Dragon spirit. It manifests in an unoccupied space that you can see within Alcance and uses the Draconico Spirit stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its movement to avoid danger.",Using a Higher-Level Spell Slot. Use the spell slot's level for the spell's level in the stat block.
Summon Elemental,TCE,111,4th,accion,"Concentration, up to 1 hour",conjuracion,90 pies,"V, S, M (air, a pebble, ash, and water inside a gold-inlaid vial worth at least 400 gp)",,"Druid (PHB'14), Ranger (PHB'14), Wizard (PHB'14)","Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Fathomless (TCE) Warlock, Fathomless (TCE) Warlock","You call forth an Elemental spirit. It manifests in an unoccupied space that you can see within Alcance. This corporeal form uses the Elemental Spirit stat block. When you cast the spell, choose an element: Air, Earth, Fire, or Water. The creature resembles a bipedal form wreathed in the chosen element, which determines certain traits in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its move to avoid danger.","A niveles superiores. When you cast this spell using a spell slot of 5th level or higher, use the higher level wherever the spell's level appears in the stat block."
Summon Elemental,PHB'24,325,4th,accion,"Concentration, up to 1 hour",conjuracion,90 pies,"V, S, M (air, a pebble, ash, and water inside a gold-inlaid vial worth 400+ GP)","Druid (PHB'24), Ranger (PHB'24), Wizard (PHB'24)",,"Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Noble Genies (FRHoF) Paladin","You call forth an Elemental spirit. It manifests in an unoccupied space that you can see within Alcance and uses the Elemental Spirit stat block. When you cast the spell, choose an element: Air, Earth, Fire, or Water. The creature resembles a bipedal form wreathed in the chosen element, which determines certain details in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its movement to avoid danger.",Using a Higher-Level Spell Slot. Use the spell slot's level for the spell's level in the stat block.
Summon Feerico,TCE,112,3rd,accion,"Concentration, up to 1 hour",conjuracion,90 pies,"V, S, M (a gilded flower worth at least 300 gp)",,"Druid (PHB'14), Ranger (PHB'14), Warlock (PHB'14), Wizard (PHB'14)","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You call forth a Feerico spirit. It manifests in an unoccupied space that you can see within Alcance. This corporeal form uses the Feerico Spirit stat block. When you cast the spell, choose a mood: Fuming, Mirthful, or Tricksy. The creature resembles a Feerico creature of your choice marked by the chosen mood, which determines one of the traits in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its move to avoid danger.","A niveles superiores. When you cast this spell using a spell slot of 4th level or higher, use the higher level wherever the spell's level appears in the stat block."
Summon Feerico,PHB'24,326,3rd,accion,"Concentration, up to 1 hour",conjuracion,90 pies,"V, S, M (a gilded flower worth 300+ GP)","Druid (PHB'24), Ranger (PHB'24), Warlock (PHB'24), Wizard (PHB'24)",,"Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Feerico Wanderer (PHB'24) Ranger, Illusionist (PHB'24) Wizard","You call forth a Feerico spirit. It manifests in an unoccupied space that you can see within Alcance and uses the Feerico Spirit stat block. When you cast the spell, choose a mood: Fuming, Mirthful, or Tricksy. The creature resembles a Feerico creature of your choice marked by the chosen mood, which determines certain details in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its movement to avoid danger.",Using a Higher-Level Spell Slot. Use the spell slot's level for the spell's level in the stat block.
Summon Infernal,TCE,112,6th,accion,"Concentration, up to 1 hour",conjuracion,90 pies,"V, S, M (Humanoide blood inside a ruby vial worth at least 600 gp)",,"Warlock (PHB'14), Wizard (PHB'14)","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","You call forth a fiendish spirit. It manifests in an unoccupied space that you can see within Alcance. This corporeal form uses the Fiendish Spirit stat block. When you cast the spell, choose Demon, Devil, or Yugoloth. The creature resembles a Infernal of the chosen type, which determines certain traits in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its move to avoid danger.","A niveles superiores. When you cast this spell using a spell slot of 7th level or higher, use the higher level wherever the spell's level appears in the stat block."
Summon Infernal,PHB'24,326,6th,accion,"Concentration, up to 1 hour",conjuracion,90 pies,"V, S, M (a bloody vial worth 600+ GP)","Warlock (PHB'24), Wizard (PHB'24)",,"Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","You call forth a fiendish spirit. It manifests in an unoccupied space that you can see within Alcance and uses the Fiendish Spirit stat block. When you cast the spell, choose Demon, Devil, or Yugoloth. The creature resembles a Infernal of the chosen type, which determines certain details in its stat block. The creature disappears when it drops to 0 puntos de golpe or when the spell ends.

The creature is an ally to you and your allies. In combat, the creature shares your Initiative count, but it recibe its turn immediately after yours. It obeys your verbal commands (No requiere accion by you). If you don't issue any, it recibe the Dodge action and uses its movement to avoid danger.",Using a Higher-Level Spell Slot. Use the spell slot's level for the spell's level in the stat block.
Summon Greater Demon,XGE,166,4th,accion,"Concentration, up to 1 hour",conjuracion,60 pies,"V, S, M (a vial of blood from a Humanoide killed within the past 24 hours)",,"Warlock (PHB'14), Warlock (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter","You utter foul words, summoning one demon from the chaos of the Abyss. You choose the demon's type, which must be one of challenge rating 5 or lower, such as a shadow demon or a barlgura. The demon appears in an unoccupied space you can see within Alcance, and the demon disappears when it drops to 0 puntos de golpe or when the spell ends.

Roll initiative for the demon, which has its own turns. When you summon it and on each of your turns thereafter, you can issue a verbal command to it (requiring no action on your part), telling it what it must do on its next turn. If you issue no command, it spends its turn attacking any creature within reach that has attacked it.

At the end of each of the demon's turns, it makes a Charisma tirada de salvacion. The demon has disadvantage on this tirada de salvacion if you say its true name. On a failed save, the demon continues to obey you. On a successful save, your control of the demon ends for the rest of the Duracion, and the demon spends its turns pursuing and attacking the nearest non-demons to the best of its ability. If you stop concentrating on the spell before it reaches its full Duracion, an uncontrolled demon doesn't disappear for 1d6 rounds if it still has puntos de golpe.

As part of casting the spell, you can form a circle on the ground with the blood used as a material component. The circle is Grande enough to encompass your space. While the spell lasts, the summoned demon can't cross the circle or harm it, and it can't target anyone within it. Using the material component in this manner consumes it when the spell ends.","A niveles superiores. When you cast this spell using a spell slot of 5th level or higher, the challenge rating increases by 1 for each slot level above 4th."
Summon Lesser Demons,XGE,167,3rd,accion,"Concentration, up to 1 hour",conjuracion,60 pies,"V, S, M (a vial of blood from a Humanoide killed within the past 24 hours)",,"Warlock (PHB'14), Warlock (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You utter foul words, summoning demons from the chaos of the Abyss. Roll on the following table to determine what appears.

d6Demons Summoned1-2Two demons of challenge rating 1 or lower3-4Four demons of challenge rating 1/2 or lower5-6Eight demons of challenge rating 1/4 or lowerThe DM chooses the demons, such as manes or dretches, and you choose the unoccupied spaces you can see within Alcance where they appear. A summoned demon disappears when it drops to 0 puntos de golpe or when the spell ends.

The demons are hostile to all creatures, including you. Roll initiative for the summoned demons as a group, which has its own turns. The demons pursue and attack the nearest non-demons to the best of their ability.

As part of casting the spell, you can form a circle on the ground with the blood used as a material component. The circle is Grande enough to encompass your space. While the spell lasts, the summoned demons can't cross the circle or harm it, and they can't target anyone within it. Using the material component in this manner consumes it when the spell ends.","A niveles superiores. When you cast this spell using a spell slot of 6th or 7th level, you summon twice as many demons. If you cast it using a spell slot of 8th or 9th level, you summon three times as many demons."
