"Name,""Source"",""Page"",""Level"",""Casting Time"",""Duration"",""School"",""Range"",""Components"",""Classes"",""Optional/Variant Classes"",""Subclasses"",""Text"",""At Higher Levels""";;;;;;;;;;;;
;;;;;;;;;;;;
La pared puede tener cualquier forma que desees, aunque no puede ocupar el mismo espacio que una criatura u objeto. No es necesario que la pared sea vertical ni que descanse sobre una base firme. Sin embargo, debe fusionarse con la piedra existente y apoyarse sólidamente en ella. Por lo tanto, puedes usar este hechizo para salvar un abismo o crear una rampa.;;;;;;;;;;;;
;;;;;;;;;;;;
Si crea un tramo de más de 20 pies de largo, debe reducir a la mitad el tamaño de cada panel para crear soportes. Puedes darle forma tosca a la pared para crear almenas, almenas, etc.;;;;;;;;;;;;
;;;;;;;;;;;;
El muro es un objeto hecho de piedra que puede dañarse y, por tanto, romperse. Cada panel tiene AC 15 y 30 puntos de vida por pulgada de espesor. Reducir un panel a 0 puntos de vida lo destruye y puede provocar que los paneles conectados colapsen a discreción del DM.;;;;;;;;;;;;
;;;;;;;;;;;;
"Si mantienes tu concentración en este hechizo durante toda su duración, el muro se vuelve permanente y no se puede disipar. De lo contrario, el muro desaparece cuando termina el hechizo."",""""";;;;;;;;;;;;
"Muro de piedra,""PHB'24"",""339"",""5to"",""Acción"",""Concentración, hasta 10 minutos."",""Evocación"",""120 pies"",""V, S, M (un cubo de granito)"",""Artificiero (EFA), Druida (PHB'24), Hechicero (PHB'24), Mago (PHB'24)"","""",""Tierra (Desierto) (PHB'14) Druida, Tierra (Montaña) (PHB'14) Druida, Tierra (Tierra árida) (PHB'24) Druida, Evocador (PHB'24) Mago, Genio (Dao) (TCE) Brujo, Genio (Dao) (TCE) Brujo"",""Un muro no mágico de piedra sólida surge en un punto que elijas dentro del alcance. La pared tiene 6 pulgadas de espesor y está compuesta por diez paneles de 10 por 10 pies. Cada panel debe ser contiguo a otro panel. Alternativamente, puede crear paneles de 10 por 20 pies que tengan solo 3 pulgadas de espesor.";;;;;;;;;;;;
;;;;;;;;;;;;
Si el muro atraviesa el espacio de una criatura cuando aparece, la criatura es empujada hacia un lado del muro (tú eliges de qué lado). Si una criatura estuviera rodeada por todos lados por la pared (o la pared y otra superficie sólida), esa criatura puede realizar una tirada de salvación de Destreza. Si tiene éxito, puede usar su Reacción para moverse hasta su Velocidad para que ya no esté encerrado por la pared.;;;;;;;;;;;;
;;;;;;;;;;;;
La pared puede tener cualquier forma que desees, aunque no puede ocupar el mismo espacio que una criatura u objeto. No es necesario que la pared sea vertical ni que descanse sobre una base firme. Sin embargo, debe fusionarse con la piedra existente y apoyarse sólidamente en ella. Por lo tanto, puedes usar este hechizo para salvar un abismo o crear una rampa.;;;;;;;;;;;;
;;;;;;;;;;;;
Si crea un tramo de más de 20 pies de largo, debe reducir a la mitad el tamaño de cada panel para crear soportes. Puedes darle forma tosca a la pared para crear almenas y cosas similares.;;;;;;;;;;;;
;;;;;;;;;;;;
El muro es un objeto hecho de piedra que puede dañarse y, por tanto, romperse. Cada panel tiene CA 15 y 30 puntos de vida por pulgada de espesor, y tiene inmunidad al veneno y al daño psíquico. Reducir un panel a 0 puntos de vida lo destruye y puede provocar que los paneles conectados colapsen a discreción del DM.;;;;;;;;;;;;
;;;;;;;;;;;;
"Si mantienes tu concentración en este hechizo durante toda su duración, el muro se vuelve permanente y no se puede disipar. De lo contrario, el muro desaparece cuando termina el hechizo."",""""";;;;;;;;;;;;
"Muro de espinas,""PHB'14"",""287"",""6to"",""Acción"",""Concentración, hasta 10 minutos."",""Conjuración"",""120 pies"",""V, S, M (un puñado de espinas)"",""Druida (PHB'14)"","""","""",""Creas una pared de maleza dura, flexible y enredada, erizada de espinas afiladas como agujas. La pared aparece dentro del alcance sobre una superficie sólida y dura todo el tiempo. Usted elige hacer la pared de hasta 60 pies de largo, 10 pies de alto y 5 pies de espesor o un círculo que tenga un diámetro de 20 pies y hasta 20 pies de alto y 5 pies de espesor. La pared bloquea la línea de visión.";;;;;;;;;;;;
;;;;;;;;;;;;
Cuando aparece el muro, cada criatura dentro de su área debe realizar una tirada de salvación de Destreza. En una salvación fallida, una criatura sufre 7d8 de daño perforante, o la mitad de daño en una salvación exitosa.;;;;;;;;;;;;
;;;;;;;;;;;;
"Una criatura puede atravesar la pared, aunque sea lenta y dolorosamente. Por cada 1 pie que una criatura se mueva a través de la pared, debe gastar 4 pies de movimiento. Además, la primera vez que una criatura entra en la pared en un turno o termina su turno allí, la criatura debe realizar una tirada de salvación de Destreza. Se necesitan 7d8 de daño cortante en una salvación fallida, o la mitad de daño en una exitosa."",""En niveles superiores. Cuando lanzas este hechizo usando un espacio de hechizo de 7º nivel o superior, ambos tipos de daño aumentan en 1d8 por cada nivel de espacio por encima del 6º.""";;;;;;;;;;;;
"Muro de espinas,""PHB'24"",""339"",""6to"",""Acción"",""Concentración, hasta 10 minutos."",""Conjuración"",""120 pies"",""V, S, M (un puñado de espinas)"",""Druida (PHB'24)"","""","""",""Creas una pared de maleza enredada y erizada de espinas afiladas. La pared aparece dentro del alcance sobre una superficie sólida y dura todo el tiempo. Usted elige hacer la pared de hasta 60 pies de largo, 10 pies de alto y 5 pies de espesor o un círculo que tenga un diámetro de 20 pies y hasta 20 pies de alto y 5 pies de espesor. La pared bloquea la línea de visión.";;;;;;;;;;;;
;;;;;;;;;;;;
Cuando aparece el muro, cada criatura en su área realiza una tirada de salvación de Destreza, recibiendo 7d8 de daño perforante si falla o la mitad de daño si tiene éxito.;;;;;;;;;;;;
;;;;;;;;;;;;
"Una criatura puede atravesar la pared, aunque sea lenta y dolorosamente. Por cada 1 pie que una criatura se mueva a través de la pared, debe gastar 4 pies de movimiento. Además, la primera vez que una criatura entra en un espacio en la pared en un turno o termina su turno allí, la criatura realiza una tirada de salvación de Destreza, recibiendo 7d8 de daño cortante si falla o la mitad de daño si tiene éxito. Una criatura realiza esta salvación sólo una vez por turno."",""Usando un espacio para hechizos de nivel superior. Ambos tipos de daño aumentan en 1d8 por cada nivel de espacio de hechizo superior a 6.""";;;;;;;;;;;;
"Muro de agua,""XGE"",""170"",""3er"",""Acción"",""Concentración, hasta 10 minutos."",""Evocación"",""60 pies"",""V, S, M (una gota de agua)"","""",""Druida (PHB'14), Druida (PHB'24), Hechicero (PHB'14), Hechicero (PHB'24), Mago (PHB'14), Mago (PHB'24)"",""Tramposo Arcano (PHB'24) Pícaro, Tramposo Arcano (PHB'14) Pícaro, Lore (PHB'24) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador, Evocador (PHB'24) Mago"",""Creas una pared de agua en el suelo en un punto que puedes ver dentro del alcance. Puede hacer la pared de hasta 30 pies de largo, 10 pies de alto y 1 pie de espesor, o puede hacer una pared anillada de hasta 20 pies de diámetro, 20 pies de alto y 1 pie de espesor. El muro desaparece cuando termina el hechizo. El espacio del muro es un terreno difícil.";;;;;;;;;;;;
;;;;;;;;;;;;
"Cualquier ataque con arma a distancia que entre en el espacio del muro tiene desventaja en la tirada de ataque, y el daño por fuego se reduce a la mitad si el efecto del fuego atraviesa el muro para alcanzar su objetivo. Los hechizos que causan daño por frío y atraviesan la pared hacen que el área de la pared por la que pasan se congele (al menos una sección de 5 pies cuadrados está congelada). Cada sección congelada de 5 pies cuadrados tiene CA 5 y 15 puntos de vida. Reducir una sección congelada a 0 puntos de vida la destruye. Cuando se destruye una sección, el agua del muro no la llena."",""""";;;;;;;;;;;;
"Wardaway,""FRHoF"",""147"",""1er"",""Acción"",""Instantáneo"",""Abjuración"",""60 pies"",""V, S, M (una mano de arcilla en miniatura)"",""Bardo (PHB'24), Clérigo (PHB'24), Paladín (PHB'24), Mago (PHB'24)"","""",""Abjurador (PHB'24) Mago, Tramposo Arcano (PHB'24) Pícaro, Tramposo Arcano (PHB'14) Pícaro, Lore (PHB'24) Bardo, Alma Divina (XGE) Hechicero, Alma Divina (XGE) Hechicero, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador"",""Lanzas una fuerza mágica desorientadora hacia una criatura dentro del alcance. El objetivo realiza una tirada de salvación de Constitución"; Los constructos y los no muertos tienen éxito automáticamente en esta partida.;;;;;;;;;;;
;;;;;;;;;;;;
"Si falla la salvación, el objetivo sufre 2d4 de daño de Fuerza, su velocidad se reduce a la mitad hasta el comienzo de tu siguiente turno y, en su siguiente turno, sólo puede realizar una acción o una acción adicional (pero no ambas). Con una salvación exitosa, el objetivo recibe sólo la mitad del daño."",""Usando un espacio para hechizos de nivel superior. El daño aumenta en 2d4 por cada nivel de espacio de hechizo superior a 1.""";;;;;;;;;;;;
"Vínculo de protección,""PHB'14"",""287"",""2do"",""Acción"",""1 hora"",""Abjuración"",""Tocar"",""V, S, M (un par de anillos de platino con un valor de al menos 50 po cada uno, que usted y el objetivo deben usar mientras dure)"",""Clérigo (PHB'14)"",""Paladín (PHB'14)"",""Herrero de batalla (TCE) Artificiero, Conocimiento (PHB'24) Bardo, Alma divina (XGE) Hechicero, Alma divina (XGE) Hechicero, Corona (SCAG) Paladín, Corona (SCAG) Paladín, Paz (TCE) Clérigo, Paz (TCE) Clérigo, Solidaridad (PSA) (PSA) Clérigo, Solidaridad (PSA) (PSA) Clérigo"",""Este hechizo protege a una criatura voluntaria que tocas y crea una conexión mística entre tú y el objetivo hasta que termina el hechizo. Mientras el objetivo esté a 60 pies de ti, obtiene una bonificación de +1 a la CA y a las tiradas de salvación, y tiene resistencia a todo daño. Además, cada vez que recibe daño, tú recibes la misma cantidad de daño.";;;;;;;;;;;;
;;;;;;;;;;;;
"El hechizo termina si bajas a 0 puntos de vida o si tú y el objetivo os separan más de 60 pies. También termina si el hechizo se vuelve a lanzar sobre cualquiera de las criaturas conectadas. También puedes descartar el hechizo como una acción."",""""";;;;;;;;;;;;
"Vínculo de protección,""PHB'24"",""340"",""2do"",""Acción"",""1 hora"",""Abjuración"",""Tocar"",""V, S, M (un par de anillos de platino con un valor de más de 50 GP cada uno, que usted y el objetivo deben usar mientras dure)"",""Clérigo (PHB'24), Paladín (PHB'24)"","""",""Battle Smith (TCE) Artificiero, Battle Smith (EFA) Artificiero, Lore (PHB'24) Bardo, Alma divina (XGE) Hechicero, Alma divina (XGE) Hechicero, Corona (SCAG) Paladín, Corona (SCAG) Paladín, Paz (TCE) Clérigo, Paz (TCE) Clérigo, Solidaridad (PSA) (PSA) Clérigo, Solidaridad (PSA) (PSA) Clérigo"",""Tocas a otra criatura que esté dispuesta y creas una conexión mística entre tú y el objetivo hasta que finaliza el hechizo. Mientras el objetivo esté a 60 pies de ti, obtiene una bonificación de +1 a la CA y a las tiradas de salvación, y tiene resistencia a todo daño. Además, cada vez que recibe daño, tú recibes la misma cantidad de daño.";;;;;;;;;;;;
;;;;;;;;;;;;
"El hechizo termina si bajas a 0 puntos de vida o si tú y el objetivo quedan separados por más de 60 pies. También termina si el hechizo se vuelve a lanzar sobre cualquiera de las criaturas conectadas."",""""";;;;;;;;;;;;
"Viento protector,""XGE"",""170"",""2do"",""Acción"",""Concentración, hasta 10 minutos."",""Evocación"",""Ser"",""V"","""",""Bardo (PHB'14), Bardo (PHB'24), Druida (PHB'14), Druida (PHB'24), Hechicero (PHB'14), Hechicero (PHB'24), Mago (PHB'14), Mago (PHB'24)"",""Tramposo Arcano (PHB'24) Pícaro, Tramposo Arcano (PHB'14) Pícaro, Lore (PHB'24) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador, Evocador (PHB'24) Mago"",""Un viento fuerte (20 millas por hora) sopla a tu alrededor en un radio de 10 pies y se mueve contigo, permaneciendo centrado en ti. El viento dura mientras dure el hechizo.";;;;;;;;;;;;
;;;;;;;;;;;;
El viento tiene los siguientes efectos:;;;;;;;;;;;;
;;;;;;;;;;;;
"Te ensordece a ti y a otras criaturas en su área. Extingue las llamas desprotegidas en su área que son del tamaño de una antorcha o más pequeñas. Protege el vapor, el gas y la niebla que pueden ser dispersados por un viento fuerte. El área es un terreno difícil para criaturas distintas a ti. Las tiradas de ataque de los ataques con armas a distancia tienen desventaja si los ataques pasan dentro o fuera del viento."",""""";;;;;;;;;;;;
"Sentido de deformación,""SatO"",""12"",""2do"",""Acción"",""Concentración, hasta 1 minuto."",""Divinidad"",""Ser"",""V, S, M (una hoja de navaja)"",""Hechicero (PHB'14), Hechicero (PHB'24), Brujo (PHB'14), Brujo (PHB'24), Mago (PHB'14), Mago (PHB'24)"","""",""Tramposo Arcano (PHB'24) Pícaro, Tramposo Arcano (PHB'14) Pícaro, Lore (PHB'24) Bardo, Adivino (PHB'24) Mago, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador"",""Mientras dura, sientes la presencia de portales, incluso los inactivos, a 30 pies de ti.";;;;;;;;;;;;
;;;;;;;;;;;;
Si detectas un portal de esta forma, puedes utilizar tu acción para estudiarlo. Haz una prueba de habilidad CD 15 usando tu habilidad de lanzar hechizos. Con una prueba exitosa, aprendes el plano de destino del portal y qué clave de portal requiere, luego el hechizo finaliza. Si fallas la prueba, no aprenderás nada y no podrás estudiar ese portal nuevamente usando este hechizo hasta que lo lances nuevamente.;;;;;;;;;;;;
;;;;;;;;;;;;
"El hechizo puede atravesar la mayoría de las barreras, pero es bloqueado por 1 pie de piedra, 1 pulgada de metal común, una fina lámina de plomo o 3 pies de madera o tierra."",""""";;;;;;;;;;;;
"Respiración de agua,""PHB'14"",""287"",""3er"",""Acción"",""24 horas"",""Transmutación (ritual)"",""30 pies"",""V, S, M (una caña corta o un trozo de paja)"",""Artificiero (TCE), Druida (PHB'14), Guardabosques (PHB'14), Hechicero (PHB'14), Mago (PHB'14)"","""",""Arcane Trickster (PHB'24) Pícaro, Arcane Trickster (PHB'14) Pícaro, Tierra (Costa) (PHB'14) Druida, Lore (PHB'24) Bardo, Eldritch Knight (PHB'24) Luchador, Eldritch Knight (PHB'14) Luchador"",""Este hechizo otorga a hasta diez criaturas voluntarias que puedes ver dentro del alcance la capacidad de respirar bajo el agua hasta que finalice el hechizo. Las criaturas afectadas también conservan su modo normal de respiración."",""""";;;;;;;;;;;;
"Respiración de agua,""PHB'24"",""340"",""3er"",""Acción"",""24 horas"",""Transmutación (ritual)"",""30 pies"",""V, S, M (una caña corta)"",""Artificiero (EFA), Druida (PHB'24), Guardabosques (PHB'24), Hechicero (PHB'24), Mago (PHB'24)"","""",""Tramposo Arcano (PHB'24) Pícaro, Tramposo Arcano (PHB'14) Pícaro, Tierra (Costa) (PHB'14) Druida, Mar (PHB'24) Druida, Lore (PHB'24) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador"",""Este hechizo otorga a hasta diez criaturas voluntarias de tu elección dentro del alcance la capacidad de respirar bajo el agua hasta que finalice el hechizo. Las criaturas afectadas también conservan su modo normal de respiración."",""""";;;;;;;;;;;;
"Paseo por el agua,""PHB'14"",""287"",""3er"",""Acción"",""1 hora"",""Transmutación (ritual)"",""30 pies"",""V, S, M (un trozo de corcho)"",""Artificiero (TCE), Clérigo (PHB'14), Druida (PHB'14), Guardabosques (PHB'14), Hechicero (PHB'14)"","""",""Tierra (Costa) (PHB'14) Druida, Tierra (Pantano) (PHB'14) Druida, Lore (PHB'24) Bardo, Alma Divina (XGE) Hechicero, Alma Divina (XGE) Hechicero"",""Este hechizo otorga la capacidad de moverse a través de cualquier superficie líquida, como agua, ácido, barro, nieve, arenas movedizas o lava, como si fuera tierra sólida e inofensiva (las criaturas que cruzan lava fundida aún pueden sufrir daños por el calor). Hasta diez criaturas dispuestas que puedas ver dentro del alcance obtienen esta habilidad mientras dure.";;;;;;;;;;;;
;;;;;;;;;;;;
"Si apuntas a una criatura sumergida en un líquido, el hechizo lleva al objetivo a la superficie del líquido a una velocidad de 60 pies por asalto."",""""";;;;;;;;;;;;
"Paseo por el agua,""PHB'24"",""340"",""3er"",""Acción"",""1 hora"",""Transmutación (ritual)"",""30 pies"",""V, S, M (un trozo de corcho)"",""Artificiero (EFA), Clérigo (PHB'24), Druida (PHB'24), Guardabosques (PHB'24), Hechicero (PHB'24)"","""",""Tierra (Costa) (PHB'14) Druida, Tierra (Pantano) (PHB'14) Druida, Lore (PHB'24) Bardo, Alma Divina (XGE) Hechicero, Alma Divina (XGE) Hechicero"",""Este hechizo otorga la capacidad de moverse a través de cualquier superficie líquida, como agua, ácido, barro, nieve, arenas movedizas o lava, como si fuera tierra sólida e inofensiva (las criaturas que cruzan lava fundida aún pueden sufrir daños por el calor). Hasta diez criaturas voluntarias de tu elección dentro del alcance obtienen esta habilidad mientras dure.";;;;;;;;;;;;
;;;;;;;;;;;;
"Un objetivo afectado debe realizar una acción adicional para pasar de la superficie del líquido al líquido mismo y viceversa, pero si el objetivo cae al líquido, pasa a través de la superficie hacia el líquido que se encuentra debajo."",""""";;;;;;;;;;;;
"Esfera acuosa,""XGE"",""170"",""4to"",""Acción"",""Concentración, hasta 1 minuto."",""Conjuración"",""90 pies"",""V, S, M (una gota de agua)"","""",""Druida (PHB'14), Druida (PHB'24), Hechicero (PHB'14), Hechicero (PHB'24), Mago (PHB'14), Mago (PHB'24)"",""Arcane Trickster (PHB'14) Pícaro, Arcane Trickster (PHB'24) Pícaro, Eldritch Knight (PHB'14) Luchador, Eldritch Knight (PHB'24) Luchador"",""Creas una esfera de agua con un radio de 5 pies en un punto que puedes ver dentro del alcance. La esfera puede flotar pero no a más de 10 pies del suelo. La esfera permanece mientras dure el hechizo.";;;;;;;;;;;;
;;;;;;;;;;;;
Cualquier criatura en el espacio de la esfera debe realizar una tirada de salvación de Fuerza. Si tiene éxito, una criatura es expulsada de ese espacio al espacio desocupado más cercano a su elección fuera de la esfera. Una criatura Enorme o más grande tiene éxito en la tirada de salvación automáticamente, y una criatura Grande o más pequeña puede optar por fallar. En una salvación fallida, la criatura es retenida por la esfera y engullida por el agua. Al final de cada uno de sus turnos, un objetivo inmovilizado puede repetir la tirada de salvación, finalizando el efecto sobre sí mismo si tiene éxito.;;;;;;;;;;;;
;;;;;;;;;;;;
La esfera puede contener hasta cuatro criaturas Medianas o más pequeñas o una criatura Grande. Si la esfera restringe a una criatura que hace que exceda esta capacidad, una criatura aleatoria que ya estaba restringida por la esfera cae fuera de ella y aterriza boca abajo en un espacio a 5 pies de ella.;;;;;;;;;;;;
;;;;;;;;;;;;
Como acción, puedes mover la esfera hasta 30 pies en línea recta. Si se mueve sobre un hoyo, un acantilado u otro desnivel, desciende de manera segura hasta quedar suspendido a 10 pies sobre el suelo. Cualquier criatura retenida por la esfera se mueve con ella. Puedes estrellar la esfera contra criaturas, obligándolas a realizar la tirada de salvación.;;;;;;;;;;;;
;;;;;;;;;;;;
"Cuando termina el hechizo, la esfera cae al suelo y extingue todas las llamas normales en un radio de 30 pies de ella. Cualquier criatura retenida por la esfera queda derribada en el espacio donde cae. Luego el agua desaparece."",""""";;;;;;;;;;;;
"Web,""PHB'14"",""287"",""2do"",""Acción"",""Concentración, hasta 1 hora."",""Conjuración"",""60 pies"",""V, S, M (un poco de telaraña)"",""Artificiero (TCE), Hechicero (PHB'14), Mago (PHB'14)"","""",""Tramposo arcano (PHB'24) Pícaro, Tramposo arcano (PHB'14) Pícaro, Tierra (Underdark) (PHB'14) Druida, Lore (PHB'24) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador, Guardián de enjambres (TCE) Guardabosques, Guardián de enjambres (TCE) Guardabosques"",""Conjuras una masa de redes gruesas y pegajosas en un punto de tu elección dentro del alcance. Las redes llenan un cubo de 20 pies desde ese punto durante todo el tiempo. Las redes son un terreno difícil y oscurecen ligeramente su área.";;;;;;;;;;;;
;;;;;;;;;;;;
Si las redes no están ancladas entre dos masas sólidas (como paredes o árboles) o colocadas en capas sobre un piso, pared o techo, la red conjurada colapsa sobre sí misma y el hechizo termina al comienzo de tu siguiente turno. Las redes colocadas sobre una superficie plana tienen una profundidad de 5 pies.;;;;;;;;;;;;
;;;;;;;;;;;;
Cada criatura que comience su turno en las redes o que entre en ellas durante su turno debe realizar una tirada de salvación de Destreza. Si falla la salvación, la criatura queda inmovilizada mientras permanezca en las redes o hasta que se libere.;;;;;;;;;;;;
;;;;;;;;;;;;
Una criatura retenida por las redes puede usar su acción para realizar una prueba de Fuerza contra la CD de salvación de tu hechizo. Si tiene éxito, ya no estará restringido.;;;;;;;;;;;;
;;;;;;;;;;;;
"Las redes son inflamables. Cualquier cubo de telarañas de 5 pies expuesto al fuego se quema en 1 asalto, causando 2d4 de daño por fuego a cualquier criatura que comience su turno en el fuego."",""""";;;;;;;;;;;;
"Web,""PHB'24"",""340"",""2do"",""Acción"",""Concentración, hasta 1 hora."",""Conjuración"",""60 pies"",""V, S, M (un poco de telaraña)"",""Artificiero (EFA), Hechicero (PHB'24), Mago (PHB'24)"","""",""Tramposo Arcano (PHB'24) Pícaro, Tramposo Arcano (PHB'14) Pícaro, Tierra (Tierra Tropical) (PHB'24) Druida, Tierra (Underdark) (PHB'14) Druida, Lore (PHB'24) Bardo, Caballero sobrenatural (PHB'24) Luchador, Caballero sobrenatural (PHB'14) Luchador, Guardián de enjambres (TCE) Guardabosques, Guardián de enjambres (TCE) guardabosques"",""Conjuras una masa de telarañas pegajosas en un punto dentro del alcance. Las redes llenan un cubo de 20 pies allí mientras dura. Las redes son terreno difícil y el área dentro de ellas está ligeramente oscurecida.";;;;;;;;;;;;
;;;;;;;;;;;;
Si las redes no están ancladas entre dos masas sólidas (como paredes o árboles) o colocadas en capas sobre un piso, pared o techo, la red colapsa sobre sí misma y el hechizo termina al comienzo de tu siguiente turno. Las redes colocadas sobre una superficie plana tienen una profundidad de 5 pies.;;;;;;;;;;;;
;;;;;;;;;;;;
La primera vez que una criatura entra en las redes en un turno o comienza su turno allí, debe superar una tirada de salvación de Destreza o tener la condición de Restringido mientras esté en las redes o hasta que se libere.;;;;;;;;;;;;
;;;;;;;;;;;;
Una criatura restringida por las redes puede realizar una acción para realizar una prueba de Fuerza (Atletismo) contra la CD de salvación de tu hechizo. Si tiene éxito, ya no estará Restringido.;;;;;;;;;;;;
;;;;;;;;;;;;
"Las redes son inflamables. Cualquier cubo de telarañas de 5 pies expuesto al fuego se quema en 1 asalto, causando 2d4 de daño de Fuego a cualquier criatura que comience su turno en el fuego."",""""";;;;;;;;;;;;
"Extraño,""PHB'14"",""288"",""noveno"",""Acción"",""Concentración, hasta 1 minuto."",""Espejismo"",""120 pies"",""V, S"",""Mago (PHB'14)"",""Brujo (PHB'14)"",""Arcano (SCAG) Clérigo, Arcano (SCAG) Clérigo, Ilusionista (PHB'24) Mago"",""Basándote en los miedos más profundos de un grupo de criaturas, creas criaturas ilusorias en sus mentes, visibles sólo para ellos. Cada criatura en una esfera de 30 pies de radio centrada en un punto de tu elección dentro del alcance debe realizar una tirada de salvación de Sabiduría. Si falla la salvación, la criatura queda asustada mientras dure. La ilusión invoca los miedos más profundos de la criatura, manifestando sus peores pesadillas como una amenaza implacable. Al final de cada uno de los turnos de la criatura asustada, debe superar una tirada de salvación de Sabiduría o sufrir 4d10 de daño psíquico. Con una salvación exitosa, el hechizo termina para esa criatura."",""""";;;;;;;;;;;;
"Extraño,""PHB'24"",""341"",""noveno"",""Acción"",""Concentración, hasta 1 minuto."",""Espejismo"",""120 pies"",""V, S"",""Brujo (PHB'24), Mago (PHB'24)"","""",""Arcano (SCAG) Clérigo, Arcano (SCAG) Clérigo, Ilusionista (PHB'24) Mago"",""Intentas crear terrores ilusorios en las mentes de los demás. Cada criatura de tu elección en una Esfera de 30 pies de radio centrada en un punto dentro del alcance realiza una tirada de salvación de Sabiduría. Si falla la salvación, el objetivo recibe 10d10 de daño psíquico y tiene la condición de Asustado mientras dure. Con una salvación exitosa, el objetivo recibe sólo la mitad del daño.";;;;;;;;;;;;
;;;;;;;;;;;;
"Un objetivo asustado realiza una tirada de salvación de Sabiduría al final de cada uno de sus turnos. Si falla la salvación, sufre 5d10 de daño psíquico. Con una salvación exitosa, el hechizo termina en ese objetivo."",""""";;;;;;;;;;;;
"Torbellino,""XGE"",""171"",""7mo"",""Acción"",""Concentración, hasta 1 minuto."",""Evocación"",""300 pies"",""V, M (un trozo de paja)"","""",""Druida (PHB'14), Druida (PHB'24), Hechicero (PHB'14), Hechicero (PHB'24), Mago (PHB'14), Mago (PHB'24)"",""Clérigo Arcano (SCAG), Clérigo Arcano (SCAG), Mago Evocador (PHB'24)"",""Un torbellino aúlla hasta un punto que puedes ver en el suelo dentro del alcance. El torbellino es un cilindro de 10 pies de radio y 30 pies de alto centrado en ese punto. Hasta que finalice el hechizo, puedes usar tu acción para mover el torbellino hasta 30 pies en cualquier dirección a lo largo del suelo. El torbellino absorbe cualquier objeto mediano o más pequeño que no esté sujeto a nada y que no sea usado ni transportado por nadie.";;;;;;;;;;;;
;;;;;;;;;;;;
Una criatura debe realizar una tirada de salvación de Destreza la primera vez en un turno en el que entra en el torbellino o en que el torbellino entra en su espacio, incluso cuando el torbellino aparece por primera vez. Una criatura sufre 10d6 de daño contundente si falla una salvación, o la mitad de daño si tiene éxito. Además, una criatura Grande o más pequeña que falle la salvación debe superar una tirada de salvación de Fuerza o quedará retenida en el torbellino hasta que termine el hechizo. Cuando una criatura comienza su turno restringida por el torbellino, la criatura es arrastrada 5 pies más arriba dentro de él, a menos que la criatura esté en la parte superior. Una criatura inmovilizada se mueve con el torbellino y cae cuando termina el conjuro, a menos que la criatura tenga algún medio para mantenerse en el aire.;;;;;;;;;;;;
;;;;;;;;;;;;
"Una criatura restringida puede usar una acción para realizar una prueba de Fuerza o Destreza contra la CD de salvación de tu hechizo. Si tiene éxito, la criatura ya no está restringida por el torbellino y es lanzada a 3d6 × 10 pies de distancia en una dirección aleatoria."",""""";;;;;;;;;;;;
"Paseo del viento,""PHB'14"",""288"",""6to"",""1 min."",""8 horas"",""Transmutación"",""30 pies"",""V, S, M (fuego y agua bendita)"",""Druida (PHB'14)"","""","""",""Tú y hasta diez criaturas voluntarias que puedas ver dentro del alcance asumen una forma gaseosa mientras dura, apareciendo como volutas de nubes. Mientras está en esta forma de nube, una criatura tiene una velocidad de vuelo de 300 pies y tiene resistencia al daño de armas no mágicas. Las únicas acciones que una criatura puede realizar en esta forma son la acción Dash o volver a su forma normal. Revertir toma 1 minuto, tiempo durante el cual una criatura queda incapacitada y no puede moverse. Hasta que finalice el hechizo, una criatura puede volver a la forma de nube, lo que también requiere la transformación de 1 minuto.";;;;;;;;;;;;
;;;;;;;;;;;;
"Si una criatura está en forma de nube y volando cuando termina el efecto, la criatura desciende 60 pies por asalto durante 1 minuto hasta que aterriza, lo cual hace de manera segura. Si no puede aterrizar después de 1 minuto, la criatura cae la distancia restante."",""""";;;;;;;;;;;;
"Paseo del viento,""PHB'24"",""341"",""6to"",""1 min."",""8 horas"",""Transmutación"",""30 pies"",""V, S, M (una vela)"",""Druida (PHB'24)"","""","""",""Tú y hasta diez criaturas voluntarias de tu elección dentro del alcance adoptan formas gaseosas mientras dura, apareciendo como volutas de nubes. Mientras está en esta forma de nube, un objetivo tiene una velocidad de vuelo de 300 pies y puede flotar"; tiene Inmunidad a la condición Prone; y tiene resistencia al daño contundente, perforante y cortante. Las únicas acciones que un objetivo puede realizar en esta forma son la acción Dash o una acción mágica para comenzar a volver a su forma normal. Revertir toma 1 minuto, durante el cual el objetivo queda aturdido. Hasta que finalice el hechizo, el objetivo puede volver a la forma de nube, lo que también requiere una acción mágica seguida de una transformación de 1 minuto.;;;;;;;;;;
;;;;;;;;;;;;
